SoilTestID,FarmID,TestDate,PH,Nitrogen,Phosphorus,Potassium,Moisture
1124,1124,2024/07/07 00:00:00,7;2,28;14,5;44,19;15,22;7
1125,1125,2024/09/25 00:00:00,7;3,11;02,19;11,26;43,14;0
1126,1126,2024/06/26 00:00:00,7;0,18;69,18;49,28;77,18;8
1127,1127,2023/11/10 00:00:00,5;6,29;38,11;02,17;11,22;1
1128,1128,2024/03/11 00:00:00,5;9,26;21,5;56,15;71,17;3
1129,1129,2024/06/08 00:00:00,6;0,23;74,6;65,15;36,13;3
1130,1130,2024/07/18 00:00:00,6;4,18;62,18;78,16;35,20;7
1131,1131,2024/08/17 00:00:00,5;6,23;75,10;78,27;59,15;3
1132,1132,2023/02/07 00:00:00,7;2,21;17,14;10,19;07,19;8
1133,1133,2023/06/25 00:00:00,7;4,22;72,14;97,27;94,11;4
1134,1134,2024/02/05 00:00:00,6;3,25;25,18;42,17;52,21;6
1135,1135,2024/09/17 00:00:00,5;8,18;26,8;58,26;05,17;3
1136,1136,2024/11/25 00:00:00,6;7,27;58,11;30,23;25,14;5
1137,1137,2023/12/09 00:00:00,7;5,10;60,10;61,11;48,24;0
1138,1138,2024/07/13 00:00:00,6;6,14;45,11;82,21;76,17;1
1139,1139,2024/06/26 00:00:00,7;3,29;74,9;41,14;82,23;8
1140,1140,2024/05/09 00:00:00,6;9,25;12,9;75,14;29,12;6
1141,1141,2023/11/10 00:00:00,7;1,21;81,10;82,24;81,17;7
1142,1142,2024/09/11 00:00:00,7;3,25;69,8;54,15;30,12;4
1143,1143,2023/06/23 00:00:00,6;3,19;14,16;64,16;31,22;0
1144,1144,2024/05/10 00:00:00,6;8,10;85,10;26,13;50,16;6
1145,1145,2023/04/03 00:00:00,6;2,12;41,17;17,27;60,15;1
1146,1146,2024/06/08 00:00:00,6;1,27;76,10;38,12;65,16;1
1147,1147,2023/03/11 00:00:00,6;1,19;35,16;94,24;31,20;2
1148,1148,2024/07/01 00:00:00,5;9,10;81,6;68,19;38,13;7
1149,1149,2024/12/16 00:00:00,6;5,12;58,18;55,10;72,17;7
1150,1150,2024/07/19 00:00:00,5;5,19;74,5;25,28;17,15;8
1151,1151,2023/12/14 00:00:00,7;2,29;04,17;86,29;39,17;8
1152,1152,2024/06/23 00:00:00,6;7,25;59,15;16,16;06,19;1
1153,1153,2024/01/22 00:00:00,7;3,25;86,14;44,15;51,13;5
1154,1154,2023/11/21 00:00:00,7;4,11;94,15;64,13;93,17;9
1155,1155,2024/08/26 00:00:00,5;7,22;41,14;02,15;90,19;8
1156,1156,2024/01/26 00:00:00,6;9,11;73,11;79,24;68,23;2
1157,1157,2023/02/01 00:00:00,6;4,14;64,19;85,21;86,19;4
1158,1158,2024/04/20 00:00:00,5;6,11;94,5;12,18;47,22;8
1159,1159,2023/04/26 00:00:00,5;8,24;58,8;07,29;74,15;7
1160,1160,2024/02/25 00:00:00,7;0,23;85,13;56,12;94,20;3
1161,1161,2023/11/21 00:00:00,5;5,23;72,16;27,15;92,19;6
1162,1162,2023/04/12 00:00:00,6;2,27;47,8;42,21;19,24;9
1163,1163,2024/01/13 00:00:00,7;1,19;96,14;01,13;03,25;0
1164,1164,2023/08/19 00:00:00,5;7,11;42,17;69,28;66,11;4
1165,1165,2023/01/25 00:00:00,5;9,14;98,11;26,13;41,17;1
1166,1166,2024/04/03 00:00:00,6;3,25;48,14;37,20;14,17;8
1167,1167,2024/12/04 00:00:00,6;7,11;88,10;24,13;77,18;3
1168,1168,2024/10/25 00:00:00,5;6,11;07,7;89,21;35,13;1
1169,1169,2023/05/07 00:00:00,7;2,16;25,10;14,24;86,13;1
1170,1170,2024/01/22 00:00:00,5;9,20;40,16;19,14;48,17;2
1171,1171,2023/03/15 00:00:00,5;8,24;41,9;82,10;03,21;4
1172,1172,2024/05/14 00:00:00,6;5,20;29,6;92,18;46,22;0
1173,1173,2024/11/01 00:00:00,6;4,17;48,15;13,14;12,13;4
1174,1174,2023/12/19 00:00:00,5;7,20;89,5;09,10;60,24;7
1175,1175,2024/06/25 00:00:00,7;2,23;16,11;35,19;73,11;0
1176,1176,2023/06/27 00:00:00,7;4,27;09,8;81,23;81,21;7
1177,1177,2024/01/12 00:00:00,6;8,24;60,16;78,12;10,16;9
1178,1178,2024/04/26 00:00:00,7;1,22;40,18;62,14;35,22;7
1179,1179,2023/07/26 00:00:00,5;7,14;42,13;23,12;84,14;9
1180,1180,2023/12/03 00:00:00,7;3,23;94,8;89,17;43,23;9
1181,1181,2023/12/14 00:00:00,6;6,21;45,10;75,15;05,21;3
1182,1182,2023/06/25 00:00:00,6;2,19;24,15;30,18;97,16;4
1183,1183,2023/02/17 00:00:00,6;2,16;03,13;99,21;23,10;4
1184,1184,2024/02/08 00:00:00,7;1,23;59,8;29,25;28,20;7
1185,1185,2024/01/16 00:00:00,6;9,17;82,15;17,15;49,24;3
1186,1186,2023/03/21 00:00:00,7;1,22;95,16;90,27;26,20;5
1187,1187,2023/09/17 00:00:00,6;6,22;96,5;35,22;56,19;5
1188,1188,2023/06/19 00:00:00,6;4,12;48,12;05,11;43,11;5
1189,1189,2024/03/12 00:00:00,6;4,12;34,16;21,10;69,18;9
1190,1190,2024/08/03 00:00:00,5;7,26;54,16;80,17;62,11;0
1191,1191,2023/07/08 00:00:00,7;5,22;12,7;98,11;31,23;7
1192,1192,2023/12/10 00:00:00,7;3,10;02,17;16,26;57,21;8
1193,1193,2023/09/03 00:00:00,6;4,17;62,11;48,21;67,21;3
1194,1194,2024/01/20 00:00:00,7;5,28;56,12;93,26;08,18;6
1195,1195,2023/08/06 00:00:00,6;6,13;71,6;09,19;86,17;2
1196,1196,2023/06/01 00:00:00,5;9,18;07,6;97,21;85,10;7
1197,1197,2024/04/27 00:00:00,5;8,23;87,18;82,23;77,22;2
1198,1198,2024/07/10 00:00:00,6;7,19;82,6;14,29;71,23;1
1199,1199,2023/10/22 00:00:00,6;3,21;85,8;96,21;96,10;9
1200,1200,2023/08/10 00:00:00,7;3,18;09,11;07,16;95,17;7
1201,1201,2023/08/05 00:00:00,6;7,21;18,14;76,27;55,12;8
1202,1202,2024/05/16 00:00:00,6;8,24;39,18;61,29;85,10;7
1203,1203,2024/02/02 00:00:00,6;8,16;72,7;98,19;08,18;5
1204,1204,2024/11/27 00:00:00,5;7,21;68,17;09,18;17,18;6
1205,1205,2023/11/05 00:00:00,7;2,28;33,10;54,16;31,17;3
1206,1206,2024/08/13 00:00:00,5;9,23;50,19;18,16;76,14;1
1207,1207,2024/04/10 00:00:00,6;0,17;22,15;75,13;57,13;4
1208,1208,2023/08/25 00:00:00,6;8,23;54,16;91,22;03,11;7
1209,1209,2024/01/13 00:00:00,7;3,24;99,7;44,12;60,12;2
1210,1210,2024/07/20 00:00:00,7;0,24;48,8;99,27;83,21;5
1211,1211,2024/09/13 00:00:00,6;1,18;72,7;35,14;20,17;0
1212,1212,2024/12/17 00:00:00,6;1,19;33,15;04,26;14,11;5
1213,1213,2023/05/06 00:00:00,6;8,19;57,11;85,20;45,16;8
1214,1214,2023/03/12 00:00:00,7;1,29;61,11;79,20;10,24;1
1215,1215,2024/02/02 00:00:00,7;5,16;54,9;63,23;53,22;6
1216,1216,2024/12/06 00:00:00,7;1,20;81,17;10,23;54,12;5
1217,1217,2024/08/20 00:00:00,6;2,11;49,8;51,15;80,11;8
1218,1218,2023/01/04 00:00:00,5;9,24;84,11;14,19;78,13;1
1219,1219,2023/09/17 00:00:00,6;2,21;95,17;47,25;48,20;5
1220,1220,2024/05/23 00:00:00,6;5,14;72,15;53,28;27,15;3
1221,1221,2024/03/02 00:00:00,6;2,24;70,7;14,27;34,17;0
1222,1222,2024/12/22 00:00:00,6;1,13;51,12;00,11;94,16;0
1223,1223,2024/01/11 00:00:00,7;2,13;72,10;17,21;41,23;8
1224,1224,2024/01/19 00:00:00,6;9,17;70,17;14,27;64,17;1
1225,1225,2023/10/18 00:00:00,6;5,17;25,7;15,19;43,14;2
1226,1226,2024/02/14 00:00:00,6;8,10;69,11;88,20;48,13;3
1227,1227,2023/06/27 00:00:00,5;9,16;11,5;81,13;36,13;1
1228,1228,2024/02/14 00:00:00,6;9,19;33,7;18,11;66,10;5
1229,1229,2023/04/06 00:00:00,6;3,26;12,14;03,10;72,15;5
1230,1230,2024/02/02 00:00:00,5;6,27;12,18;91,27;75,16;0
1231,1231,2023/06/13 00:00:00,7;4,26;75,14;90,13;42,10;7
1232,1232,2024/06/23 00:00:00,6;0,23;19,16;31,26;29,20;0
1233,1233,2023/06/16 00:00:00,6;9,14;86,6;91,18;25,19;8
1234,1234,2023/08/19 00:00:00,5;9,10;16,7;03,16;98,21;2
1235,1235,2023/01/07 00:00:00,5;5,23;58,7;24,13;95,16;2
1236,1236,2023/03/22 00:00:00,6;2,25;65,16;98,24;12,21;8
1237,1237,2023/05/26 00:00:00,6;3,17;14,7;61,13;19,15;5
1238,1238,2023/10/14 00:00:00,6;0,29;62,19;71,10;74,17;1
1239,1239,2023/01/27 00:00:00,6;7,20;61,17;08,29;79,23;8
1240,1240,2023/02/16 00:00:00,5;6,16;83,5;93,27;43,19;3
1241,1241,2024/11/25 00:00:00,6;8,13;46,19;19,17;83,11;0
1242,1242,2024/11/27 00:00:00,7;2,22;63,19;49,18;62,12;5
1243,1243,2023/04/07 00:00:00,6;9,25;98,6;93,15;16,17;4
1244,1244,2023/01/04 00:00:00,5;9,22;19,6;32,10;49,24;7
1245,1245,2024/11/09 00:00:00,5;7,11;82,11;10,16;05,12;4
1246,1246,2024/12/18 00:00:00,6;8,26;83,6;84,15;79,14;3
1247,1247,2024/05/26 00:00:00,5;6,26;36,7;40,26;36,21;6
1248,1248,2024/05/07 00:00:00,5;8,25;96,7;91,19;08,22;5
1249,1249,2024/12/25 00:00:00,7;0,22;70,10;12,11;56,20;9
1250,1250,2023/01/01 00:00:00,7;2,19;46,13;78,23;07,14;0
1251,1251,2024/11/13 00:00:00,5;9,13;01,19;89,13;31,21;7
1252,1252,2023/07/13 00:00:00,6;9,13;30,7;56,17;26,17;3
1253,1253,2023/10/23 00:00:00,7;2,13;95,13;39,23;09,15;8
1254,1254,2023/03/01 00:00:00,7;0,12;55,19;33,15;97,10;7
1255,1255,2024/12/11 00:00:00,7;4,24;48,8;59,23;68,22;6
1256,1256,2024/02/18 00:00:00,5;7,27;70,10;73,21;24,22;5
1257,1257,2024/07/11 00:00:00,6;8,24;92,16;89,11;36,12;9
1258,1258,2023/01/25 00:00:00,7;4,29;37,11;46,23;07,11;9
1259,1259,2023/05/26 00:00:00,5;9,25;82,11;34,25;23,13;6
1260,1260,2023/12/02 00:00:00,5;6,28;25,13;69,20;04,24;0
1261,1261,2024/03/01 00:00:00,6;7,21;49,14;69,16;04,24;2
1262,1262,2024/03/20 00:00:00,6;8,16;83,16;17,27;45,15;8
1263,1263,2023/07/22 00:00:00,6;5,18;52,10;61,10;91,14;5
1264,1264,2024/02/14 00:00:00,7;0,24;94,5;22,15;60,19;4
1265,1265,2024/12/08 00:00:00,7;1,18;32,6;10,21;08,19;2
1266,1266,2023/01/08 00:00:00,6;7,23;73,6;81,28;03,15;9
1267,1267,2023/08/16 00:00:00,6;3,25;32,5;38,20;18,14;1
1268,1268,2023/09/22 00:00:00,6;4,12;60,13;31,14;03,23;4
1269,1269,2024/02/02 00:00:00,6;3,19;06,6;38,29;37,16;3
1270,1270,2024/03/10 00:00:00,6;3,11;88,11;62,22;21,20;0
1271,1271,2023/02/17 00:00:00,5;7,19;05,18;30,27;17,18;3
1272,1272,2023/01/18 00:00:00,6;9,15;56,6;75,19;72,18;3
1273,1273,2024/05/19 00:00:00,6;6,11;22,12;84,28;78,10;5
1274,1274,2024/02/12 00:00:00,6;6,23;11,6;35,13;61,20;5
1275,1275,2023/02/06 00:00:00,5;5,28;64,6;73,18;83,10;3
1276,1276,2023/07/25 00:00:00,6;4,19;08,9;05,12;79,22;7
1277,1277,2024/10/17 00:00:00,6;9,24;89,5;54,22;07,20;7
1278,1278,2023/08/11 00:00:00,6;1,19;15,9;35,28;01,15;4
1279,1279,2024/12/16 00:00:00,5;8,28;31,12;20,22;40,20;4
1280,1280,2024/09/09 00:00:00,6;6,21;95,12;54,21;59,16;3
1281,1281,2023/07/24 00:00:00,7;2,19;55,12;08,29;13,11;1
1282,1282,2024/06/23 00:00:00,6;2,24;43,7;01,21;26,24;5
1283,1283,2024/07/17 00:00:00,6;5,23;55,19;87,28;64,13;5
1284,1284,2023/12/21 00:00:00,5;6,24;29,5;69,12;30,20;2
1285,1285,2023/12/09 00:00:00,7;3,18;66,5;94,27;72,15;5
1286,1286,2024/07/17 00:00:00,6;4,23;19,9;14,29;38,22;2
1287,1287,2023/05/26 00:00:00,5;6,28;06,5;93,24;90,10;2
1288,1288,2024/08/18 00:00:00,6;6,24;16,18;32,17;12,17;2
1289,1289,2023/02/10 00:00:00,7;0,26;66,15;30,20;61,18;1
1290,1290,2024/03/15 00:00:00,5;8,17;41,12;57,21;44,23;8
1291,1291,2024/12/26 00:00:00,6;2,11;85,6;19,25;58,24;2
1292,1292,2023/04/07 00:00:00,7;1,18;47,9;96,23;13,11;4
1293,1293,2023/02/02 00:00:00,6;5,28;80,8;27,29;54,16;4
1294,1294,2024/05/10 00:00:00,6;8,20;50,13;84,22;88,12;2
1295,1295,2023/09/17 00:00:00,7;0,28;64,19;99,17;76,14;4
1296,1296,2023/05/15 00:00:00,6;6,19;17,15;84,12;35,15;2
1297,1297,2024/06/27 00:00:00,6;0,19;02,5;77,29;63,21;0
1298,1298,2024/07/15 00:00:00,6;9,24;41,6;67,18;43,19;6
1299,1299,2024/02/21 00:00:00,6;9,24;60,18;53,13;21,12;5
1300,1300,2024/10/05 00:00:00,6;6,23;88,11;46,29;36,11;6
1301,1301,2023/01/03 00:00:00,5;7,21;97,11;22,23;86,10;0
1302,1302,2024/11/22 00:00:00,6;3,19;41,15;63,21;46,13;7
1303,1303,2024/11/25 00:00:00,6;2,29;37,11;18,22;31,20;2
1304,1304,2023/10/13 00:00:00,6;9,27;81,11;47,10;83,18;2
1305,1305,2024/06/11 00:00:00,6;9,10;44,10;12,10;77,13;4
1306,1306,2023/10/27 00:00:00,7;2,12;48,16;36,23;90,10;7
1307,1307,2023/11/16 00:00:00,7;1,20;54,13;90,12;72,23;3
1308,1308,2023/05/22 00:00:00,7;0,28;74,5;04,12;24,14;6
1309,1309,2024/03/23 00:00:00,5;6,16;50,18;00,14;53,19;4
1310,1310,2024/09/27 00:00:00,5;9,18;85,16;27,21;06,17;9
1311,1311,2023/06/14 00:00:00,7;5,26;98,8;52,10;37,24;5
1312,1312,2023/06/09 00:00:00,6;7,20;92,8;98,15;82,15;8
1313,1313,2024/08/02 00:00:00,7;3,28;31,14;74,24;37,14;8
1314,1314,2024/12/26 00:00:00,7;2,22;20,18;79,18;83,19;7
1315,1315,2024/04/18 00:00:00,6;5,19;99,7;01,19;12,18;8
1316,1316,2023/11/21 00:00:00,7;2,21;17,14;25,11;62,18;7
1317,1317,2023/08/16 00:00:00,7;1,24;23,14;92,22;24,17;2
1318,1318,2024/03/08 00:00:00,7;3,15;53,7;50,17;15,15;5
1319,1319,2023/08/21 00:00:00,6;1,22;42,16;81,27;78,17;6
1320,1320,2023/06/19 00:00:00,5;6,27;83,18;40,25;25,11;0
1321,1321,2024/05/13 00:00:00,5;5,16;86,14;96,28;71,13;0
1322,1322,2024/02/22 00:00:00,6;1,26;83,13;44,16;27,10;7
1323,1323,2024/05/21 00:00:00,7;3,27;32,17;05,29;24,19;0
1324,1324,2024/01/16 00:00:00,6;0,29;66,13;56,21;78,22;3
1325,1325,2023/03/01 00:00:00,7;3,24;00,10;13,10;52,15;9
1326,1326,2024/07/17 00:00:00,6;4,29;98,13;57,23;30,19;7
1327,1327,2023/08/15 00:00:00,6;5,12;52,17;98,14;06,11;1
1328,1328,2023/11/09 00:00:00,6;0,11;90,15;11,14;30,11;3
1329,1329,2024/12/25 00:00:00,6;7,20;86,11;18,16;94,12;6
1330,1330,2023/05/05 00:00:00,6;1,13;64,12;56,21;96,12;0
1331,1331,2023/12/04 00:00:00,6;2,10;91,6;30,23;92,18;3
1332,1332,2023/12/14 00:00:00,7;2,10;66,16;31,15;99,10;8
1333,1333,2023/07/24 00:00:00,5;6,23;47,5;71,12;06,20;9
1334,1334,2023/05/04 00:00:00,7;0,23;87,18;35,27;77,23;6
1335,1335,2023/03/24 00:00:00,5;8,20;99,17;96,10;81,17;3
1336,1336,2023/05/17 00:00:00,6;7,28;49,12;75,12;82,19;1
1337,1337,2023/02/27 00:00:00,6;8,22;42,13;48,19;23,15;4
1338,1338,2024/05/02 00:00:00,6;9,28;95,19;15,27;23,12;0
1339,1339,2023/07/16 00:00:00,7;2,27;74,6;91,20;05,17;1
1340,1340,2023/05/21 00:00:00,6;2,19;02,12;64,26;00,21;5
1341,1341,2023/07/19 00:00:00,6;6,28;30,8;63,15;76,20;6
1342,1342,2024/07/10 00:00:00,5;8,25;95,10;19,20;81,14;9
1343,1343,2023/06/15 00:00:00,6;2,29;17,9;24,24;44,24;2
1344,1344,2024/07/05 00:00:00,6;0,26;06,6;96,28;14,14;7
1345,1345,2024/04/14 00:00:00,6;3,15;29,9;31,14;33,22;3
1346,1346,2023/11/04 00:00:00,6;3,25;52,10;30,23;53,12;2
1347,1347,2024/06/23 00:00:00,7;5,29;52,11;82,26;19,23;9
1348,1348,2024/09/26 00:00:00,6;3,11;81,5;94,28;06,18;7
1349,1349,2024/01/15 00:00:00,6;5,27;24,6;85,11;25,12;9
1350,1350,2023/09/02 00:00:00,5;7,12;74,10;15,13;40,14;0
1351,1351,2024/01/10 00:00:00,6;2,15;64,18;82,16;70,12;2
1352,1352,2023/07/17 00:00:00,6;6,16;62,17;04,24;57,13;4
1353,1353,2024/07/21 00:00:00,7;0,26;07,7;66,15;73,21;0
1354,1354,2023/08/20 00:00:00,6;0,18;00,15;55,25;81,17;0
1355,1355,2024/09/16 00:00:00,5;7,23;86,13;03,16;00,20;2
1356,1356,2024/05/01 00:00:00,6;1,20;27,12;96,27;26,16;7
1357,1357,2024/10/05 00:00:00,6;6,21;32,11;53,19;21,19;7
1358,1358,2024/08/27 00:00:00,6;8,13;67,6;11,24;90,21;8
1359,1359,2024/02/27 00:00:00,6;8,14;27,14;61,20;70,16;2
1360,1360,2023/02/01 00:00:00,6;3,13;33,19;72,14;37,22;6
1361,1361,2024/04/08 00:00:00,6;6,20;94,8;25,27;97,11;9
1362,1362,2023/12/11 00:00:00,5;6,20;81,15;09,19;93,19;5
1363,1363,2024/03/15 00:00:00,6;2,21;23,8;36,14;64,15;2
1364,1364,2023/09/09 00:00:00,6;4,18;13,5;93,19;62,21;0
1365,1365,2023/02/23 00:00:00,7;3,25;99,7;58,14;76,18;2
1366,1366,2023/11/11 00:00:00,6;0,15;39,12;20,27;47,18;9
1367,1367,2024/05/20 00:00:00,7;4,18;85,17;75,15;61,18;5
1368,1368,2023/12/08 00:00:00,7;1,28;13,11;44,24;42,12;5
1369,1369,2023/08/18 00:00:00,6;3,26;76,14;07,26;65,17;3
1370,1370,2024/12/04 00:00:00,6;9,26;34,19;41,11;53,22;2
1371,1371,2024/09/24 00:00:00,5;5,16;45,13;10,15;85,18;5
1372,1372,2024/04/23 00:00:00,7;2,27;81,11;51,22;87,22;3
1373,1373,2023/03/22 00:00:00,6;8,26;88,12;28,25;05,24;9
1374,1374,2024/04/26 00:00:00,6;4,24;56,13;42,25;02,11;5
1375,1375,2024/06/26 00:00:00,5;9,21;24,15;67,26;94,23;8
1376,1376,2023/01/14 00:00:00,6;6,25;45,19;43,21;94,18;3
1377,1377,2023/04/17 00:00:00,6;7,13;00,11;65,29;37,15;8
1378,1378,2024/11/13 00:00:00,5;6,21;73,17;59,26;84,14;7
1379,1379,2024/09/01 00:00:00,6;3,19;99,11;85,15;11,16;1
1380,1380,2023/11/08 00:00:00,7;1,29;38,7;72,14;47,19;0
1381,1381,2024/05/03 00:00:00,6;3,29;25,7;58,28;98,16;1
1382,1382,2024/07/06 00:00:00,6;9,15;32,16;63,16;69,17;6
1383,1383,2023/03/02 00:00:00,5;6,28;86,7;62,11;07,23;3
1384,1384,2023/03/06 00:00:00,6;0,13;09,7;84,18;30,21;8
1385,1385,2024/11/12 00:00:00,5;9,24;64,11;28,16;97,15;2
1386,1386,2024/08/25 00:00:00,7;4,14;76,13;48,12;87,19;2
1387,1387,2024/10/15 00:00:00,7;0,12;52,7;76,23;18,17;2
1388,1388,2023/03/11 00:00:00,7;0,29;66,15;33,15;08,14;7
1389,1389,2023/06/02 00:00:00,6;3,17;16,7;22,25;44,22;1
1390,1390,2024/09/07 00:00:00,6;2,15;06,6;57,23;02,17;3
1391,1391,2023/07/20 00:00:00,6;2,22;69,14;78,23;20,17;0
1392,1392,2023/12/23 00:00:00,6;5,10;89,13;62,17;22,11;4
1393,1393,2023/08/22 00:00:00,7;1,20;47,15;81,15;14,16;1
1394,1394,2023/10/25 00:00:00,6;3,28;56,9;89,14;52,13;6
1395,1395,2024/11/20 00:00:00,6;3,29;67,18;27,23;53,17;2
1396,1396,2024/07/07 00:00:00,6;3,16;15,8;88,25;21,14;2
1397,1397,2023/02/27 00:00:00,6;8,15;83,17;69,29;20,14;9
1398,1398,2023/04/10 00:00:00,7;3,24;93,8;68,20;72,22;9
1399,1399,2024/08/26 00:00:00,5;8,26;94,19;27,12;24,17;1
1400,1400,2024/04/01 00:00:00,7;4,19;63,17;57,12;00,21;3
1401,1401,2024/08/02 00:00:00,7;0,16;98,13;76,29;01,20;8
1402,1402,2024/05/03 00:00:00,6;9,20;55,16;89,24;74,17;9
1403,1403,2023/05/20 00:00:00,6;9,16;24,14;10,18;71,16;0
1404,1404,2023/07/20 00:00:00,7;4,26;27,5;21,26;86,17;2
1405,1405,2023/08/25 00:00:00,5;7,13;62,16;53,20;17,11;9
1406,1406,2024/03/07 00:00:00,6;4,27;18,11;39,28;88,12;1
1407,1407,2024/07/25 00:00:00,5;7,12;62,10;87,18;84,15;8
1408,1408,2023/08/20 00:00:00,7;2,27;54,19;84,28;17,23;7
1409,1409,2024/08/14 00:00:00,7;3,27;98,14;20,16;94,14;1
1410,1410,2024/07/02 00:00:00,5;7,17;66,19;87,20;80,19;3
1411,1411,2024/07/10 00:00:00,6;1,12;18,16;15,16;96,22;1
1412,1412,2023/07/26 00:00:00,6;5,10;98,14;98,15;04,19;9
1413,1413,2023/04/24 00:00:00,6;0,28;76,5;29,14;87,24;7
1414,1414,2023/08/07 00:00:00,6;6,16;62,10;31,10;01,12;9
1415,1415,2023/02/08 00:00:00,6;1,22;44,13;99,26;14,22;3
1416,1416,2023/09/21 00:00:00,6;3,23;57,17;46,14;48,13;1
1417,1417,2023/05/21 00:00:00,5;7,12;16,9;42,23;69,18;1
1418,1418,2023/05/05 00:00:00,6;5,20;32,16;93,19;50,22;1
1419,1419,2024/09/11 00:00:00,7;4,17;66,19;10,10;74,20;8
1420,1420,2024/01/27 00:00:00,6;0,15;11,17;82,16;03,14;9
1421,1421,2023/01/07 00:00:00,7;4,21;64,18;87,11;77,22;5
1422,1422,2023/09/27 00:00:00,6;0,18;94,9;95,16;02,17;1
1423,1423,2023/12/24 00:00:00,7;4,18;79,9;07,26;49,15;8
1424,1424,2023/01/16 00:00:00,5;6,16;29,11;42,15;73,17;0
1425,1425,2023/10/02 00:00:00,6;5,21;37,13;18,14;48,18;8
1426,1426,2024/07/15 00:00:00,6;8,28;99,17;04,15;40,12;6
1427,1427,2024/07/02 00:00:00,6;1,29;52,10;43,27;74,12;1
1428,1428,2023/11/16 00:00:00,6;6,16;99,5;72,20;31,24;8
1429,1429,2023/07/05 00:00:00,6;7,15;21,17;08,28;04,19;9
1430,1430,2024/04/08 00:00:00,7;3,24;62,7;73,18;73,18;4
1431,1431,2024/05/08 00:00:00,7;1,17;55,19;84,19;82,20;9
1432,1432,2024/12/09 00:00:00,7;0,29;58,15;46,14;71,19;0
1433,1433,2023/07/06 00:00:00,6;4,23;09,14;73,28;19,24;4
1434,1434,2024/05/16 00:00:00,6;9,11;45,5;14,18;12,10;2
1435,1435,2023/01/21 00:00:00,7;4,25;46,15;65,22;14,17;0
1436,1436,2023/06/19 00:00:00,6;2,20;10,7;60,23;64,10;6
1437,1437,2023/09/23 00:00:00,5;9,29;86,5;15,28;13,12;0
1438,1438,2023/04/06 00:00:00,7;5,18;51,17;14,23;03,23;9
1439,1439,2024/04/09 00:00:00,7;4,29;11,9;37,26;59,15;0
1440,1440,2024/09/11 00:00:00,6;0,29;31,13;72,19;12,16;5
1441,1441,2024/07/17 00:00:00,6;3,13;54,8;46,10;41,15;9
1442,1442,2023/08/13 00:00:00,6;4,20;25,14;27,10;78,13;3
1443,1443,2024/10/22 00:00:00,5;9,26;97,15;62,11;63,21;5
1444,1444,2024/06/07 00:00:00,6;0,22;31,15;14,13;42,23;7
1445,1445,2024/10/08 00:00:00,7;3,13;73,8;99,25;04,14;4
1446,1446,2023/12/24 00:00:00,6;2,26;86,10;56,26;46,15;0
1447,1447,2024/03/13 00:00:00,5;9,25;58,8;57,21;71,25;0
1448,1448,2023/11/15 00:00:00,6;9,10;08,16;27,25;55,16;3
1449,1449,2023/07/17 00:00:00,7;0,16;73,7;11,10;73,17;6
1450,1450,2023/07/26 00:00:00,7;3,26;65,15;97,28;49,17;3
1451,1451,2024/11/16 00:00:00,6;4,14;35,19;39,12;70,19;3
1452,1452,2023/04/13 00:00:00,6;2,24;75,6;07,15;83,17;7
1453,1453,2023/06/25 00:00:00,6;1,25;40,6;11,29;88,18;2
1454,1454,2023/12/06 00:00:00,6;0,15;74,15;03,13;34,20;7
1455,1455,2024/01/01 00:00:00,5;7,13;35,10;01,14;11,17;1
1456,1456,2023/12/16 00:00:00,5;6,23;75,15;59,25;38,24;0
1457,1457,2023/06/21 00:00:00,6;3,26;30,14;24,24;34,19;0
1458,1458,2024/01/09 00:00:00,6;0,24;97,17;94,16;67,17;6
1459,1459,2023/09/11 00:00:00,6;9,11;28,7;75,16;95,22;3
1460,1460,2023/06/25 00:00:00,7;1,20;05,19;09,27;13,16;4
1461,1461,2023/04/02 00:00:00,7;2,28;11,16;81,27;98,14;7
1462,1462,2023/05/06 00:00:00,5;8,10;51,19;09,24;52,18;0
1463,1463,2024/01/26 00:00:00,7;4,16;15,6;09,27;32,10;5
1464,1464,2023/12/04 00:00:00,6;2,24;14,18;91,11;93,24;4
1465,1465,2023/11/03 00:00:00,6;4,26;11,12;24,22;08,14;9
1466,1466,2024/01/11 00:00:00,6;8,29;54,8;30,25;89,14;6
1467,1467,2024/05/04 00:00:00,6;4,10;01,18;62,12;45,11;7
1468,1468,2023/01/21 00:00:00,7;4,23;10,12;87,22;17,16;0
1469,1469,2023/03/26 00:00:00,5;8,27;11,8;87,24;62,12;5
1470,1470,2023/08/03 00:00:00,5;9,24;01,8;14,11;10,23;0
1471,1471,2023/10/18 00:00:00,6;2,25;70,14;83,29;24,14;1
1472,1472,2024/12/02 00:00:00,7;1,24;43,14;61,23;46,14;7
1473,1473,2023/12/10 00:00:00,7;0,15;50,14;72,19;05,16;9
1474,1474,2024/12/27 00:00:00,6;3,25;99,18;47,18;19,13;1
1475,1475,2024/11/23 00:00:00,7;2,27;32,9;11,22;24,19;8
1476,1476,2023/09/11 00:00:00,7;3,14;08,19;26,18;86,22;3
1477,1477,2024/10/21 00:00:00,7;0,27;29,9;83,21;88,17;5
1478,1478,2023/03/19 00:00:00,7;1,23;44,13;58,19;51,22;9
1479,1479,2024/11/22 00:00:00,7;2,26;51,17;63,18;98,13;0
1480,1480,2023/09/13 00:00:00,6;7,15;14,13;55,15;06,20;4
