FeedingLogID,LivestockID,FeedType,QuantityKg,FedOn
1,1,Maize,6;18,2023/04/12 00:00:00
34989,6998,Silage,10;74,2023/06/27 00:00:00
34990,6998,Maize,7;58,2024/09/11 00:00:00
34991,6999,Grass,14;20,2021/06/09 00:00:00
34992,6999,Lucerne,9;70,2021/09/24 00:00:00
34993,6999,Grass,11;24,2022/12/01 00:00:00
34994,6999,Silage,13;88,2021/08/07 00:00:00
34995,6999,Grass,5;53,2021/12/30 00:00:00
34996,7000,Silage,6;05,2024/02/10 00:00:00
34997,7000,Maize,12;51,2024/11/09 00:00:00
34998,7000,Lucerne,13;58,2024/03/27 00:00:00
34999,7000,Lucerne,12;71,2023/05/23 00:00:00
35000,7000,Lucerne,8;50,2024/07/31 00:00:00
35001,7001,Lucerne,11;67,2021/08/17 00:00:00
35002,7001,Lucerne,13;58,2021/11/19 00:00:00
35003,7001,Maize,11;55,2022/08/24 00:00:00
35004,7001,Grass,8;97,2021/11/26 00:00:00
35005,7001,Grass,12;71,2023/03/16 00:00:00
35006,7002,Grass,5;66,2022/11/02 00:00:00
35007,7002,Grass,5;27,2022/08/29 00:00:00
35008,7002,Maize,14;46,2022/09/22 00:00:00
35009,7002,Lucerne,8;11,2021/12/11 00:00:00
35010,7002,Silage,14;67,2023/01/23 00:00:00
35011,7003,Grass,6;86,2022/12/03 00:00:00
35012,7003,Grass,11;97,2022/10/30 00:00:00
35013,7003,Grass,6;94,2022/10/13 00:00:00
35014,7003,Grass,12;26,2023/03/25 00:00:00
35015,7003,Lucerne,10;47,2023/01/23 00:00:00
35016,7004,Maize,11;29,2023/08/28 00:00:00
35017,7004,Maize,12;04,2024/09/26 00:00:00
35018,7004,Maize,13;35,2024/01/26 00:00:00
35019,7004,Silage,6;08,2024/10/07 00:00:00
35020,7004,Maize,5;78,2024/06/17 00:00:00
35021,7005,Grass,7;80,2022/11/22 00:00:00
35022,7005,Lucerne,6;46,2022/01/20 00:00:00
35023,7005,Lucerne,7;09,2021/10/25 00:00:00
35024,7005,Lucerne,6;09,2023/03/20 00:00:00
35025,7005,Silage,14;36,2022/03/19 00:00:00
35026,7006,Grass,12;67,2022/03/03 00:00:00
35027,7006,Grass,6;79,2022/08/31 00:00:00
35028,7006,Lucerne,12;44,2021/12/06 00:00:00
35029,7006,Lucerne,9;53,2022/01/31 00:00:00
35030,7006,Lucerne,11;67,2022/07/02 00:00:00
35031,7007,Maize,9;26,2021/10/24 00:00:00
35032,7007,Maize,14;14,2022/05/23 00:00:00
35033,7007,Lucerne,14;13,2022/04/25 00:00:00
35034,7007,Grass,12;61,2022/05/07 00:00:00
35035,7007,Grass,13;66,2022/08/26 00:00:00
35036,7008,Lucerne,7;03,2024/03/13 00:00:00
35037,7008,Grass,8;41,2023/03/22 00:00:00
35038,7008,Silage,9;32,2024/03/13 00:00:00
35039,7008,Lucerne,7;03,2023/07/24 00:00:00
35040,7008,Silage,14;79,2023/11/02 00:00:00
35041,7009,Lucerne,5;25,2024/12/23 00:00:00
35042,7009,Silage,7;72,2025/03/24 00:00:00
35043,7009,Lucerne,12;27,2024/01/26 00:00:00
35044,7009,Lucerne,7;57,2025/07/11 00:00:00
35045,7009,Lucerne,5;10,2024/10/05 00:00:00
35046,7010,Silage,14;61,2022/07/24 00:00:00
35047,7010,Maize,6;63,2021/06/17 00:00:00
35048,7010,Silage,14;29,2021/08/05 00:00:00
35049,7010,Grass,6;78,2022/10/05 00:00:00
35050,7010,Grass,12;84,2022/04/07 00:00:00
35051,7011,Lucerne,8;37,2023/07/20 00:00:00
35052,7011,Maize,7;84,2023/03/16 00:00:00
35053,7011,Lucerne,10;29,2022/12/15 00:00:00
35054,7011,Lucerne,5;75,2022/09/30 00:00:00
35055,7011,Lucerne,6;68,2022/01/22 00:00:00
35056,7012,Silage,8;25,2024/11/15 00:00:00
35057,7012,Silage,11;02,2024/07/23 00:00:00
35058,7012,Maize,12;56,2025/07/25 00:00:00
35059,7012,Silage,9;08,2024/04/21 00:00:00
35060,7012,Grass,7;37,2024/04/20 00:00:00
35061,7013,Maize,10;40,2022/09/13 00:00:00
35062,7013,Silage,14;43,2022/08/29 00:00:00
35063,7013,Lucerne,7;88,2022/04/27 00:00:00
35064,7013,Maize,8;83,2021/10/21 00:00:00
35065,7013,Silage,12;57,2021/03/15 00:00:00
35066,7014,Lucerne,10;75,2022/05/10 00:00:00
35067,7014,Grass,12;61,2022/07/08 00:00:00
35068,7014,Maize,12;36,2021/05/05 00:00:00
35069,7014,Silage,7;53,2022/01/16 00:00:00
35070,7014,Grass,7;67,2022/07/23 00:00:00
35071,7015,Maize,11;64,2023/05/10 00:00:00
35072,7015,Silage,7;23,2023/10/13 00:00:00
35073,7015,Maize,10;65,2023/03/29 00:00:00
35074,7015,Grass,10;66,2022/11/29 00:00:00
35075,7015,Maize,12;99,2023/03/25 00:00:00
35076,7016,Lucerne,8;73,2024/12/10 00:00:00
35077,7016,Maize,11;68,2024/08/25 00:00:00
35078,7016,Silage,14;72,2024/01/10 00:00:00
35079,7016,Grass,6;17,2024/08/07 00:00:00
35080,7016,Lucerne,13;43,2024/05/26 00:00:00
35081,7017,Silage,13;02,2023/02/07 00:00:00
35082,7017,Lucerne,5;41,2024/04/29 00:00:00
35083,7017,Grass,12;85,2024/01/01 00:00:00
35084,7017,Maize,7;39,2023/01/31 00:00:00
35085,7017,Maize,5;79,2023/05/29 00:00:00
35086,7018,Lucerne,13;76,2024/03/20 00:00:00
35087,7018,Lucerne,11;59,2024/02/13 00:00:00
35088,7018,Maize,8;92,2023/08/17 00:00:00
35089,7018,Grass,8;05,2023/10/15 00:00:00
35090,7018,Lucerne,7;57,2022/10/05 00:00:00
35091,7019,Maize,12;74,2025/02/16 00:00:00
35092,7019,Maize,13;25,2025/03/15 00:00:00
35093,7019,Grass,13;45,2025/03/10 00:00:00
35094,7019,Silage,11;70,2024/11/22 00:00:00
35095,7019,Silage,6;74,2024/08/12 00:00:00
35096,7020,Lucerne,13;00,2021/11/10 00:00:00
35097,7020,Silage,9;28,2020/09/19 00:00:00
35098,7020,Lucerne,12;97,2020/08/13 00:00:00
35099,7020,Lucerne,12;57,2021/01/05 00:00:00
35100,7020,Silage,13;07,2021/08/01 00:00:00
35101,7021,Grass,8;23,2022/07/10 00:00:00
35102,7021,Silage,13;21,2022/05/30 00:00:00
35103,7021,Silage,5;01,2022/01/15 00:00:00
35104,7021,Silage,12;98,2021/08/26 00:00:00
35105,7021,Grass,9;63,2023/04/30 00:00:00
35106,7022,Silage,6;16,2024/01/25 00:00:00
35107,7022,Grass,7;21,2024/07/27 00:00:00
35108,7022,Lucerne,10;36,2025/02/19 00:00:00
35109,7022,Lucerne,13;65,2025/05/25 00:00:00
35110,7022,Maize,12;25,2023/10/21 00:00:00
35111,7023,Silage,10;95,2020/09/24 00:00:00
35112,7023,Grass,9;73,2021/04/09 00:00:00
35113,7023,Grass,5;38,2021/04/13 00:00:00
35114,7023,Lucerne,10;34,2022/01/24 00:00:00
35115,7023,Maize,13;50,2021/10/08 00:00:00
35116,7024,Grass,11;87,2022/08/08 00:00:00
35117,7024,Grass,10;18,2023/02/20 00:00:00
35118,7024,Grass,7;52,2023/01/16 00:00:00
35119,7024,Grass,7;27,2023/05/26 00:00:00
35120,7024,Maize,10;63,2023/09/10 00:00:00
35121,7025,Silage,12;51,2024/05/30 00:00:00
35122,7025,Grass,5;76,2024/04/13 00:00:00
35123,7025,Lucerne,6;58,2025/08/30 00:00:00
35124,7025,Maize,7;34,2024/01/25 00:00:00
35125,7025,Lucerne,7;06,2025/02/17 00:00:00
35126,7026,Maize,6;61,2024/08/02 00:00:00
35127,7026,Grass,11;56,2023/09/13 00:00:00
35128,7026,Maize,8;42,2023/10/01 00:00:00
35129,7026,Silage,6;63,2023/12/27 00:00:00
35130,7026,Silage,12;92,2023/10/26 00:00:00
35131,7027,Maize,8;59,2023/04/03 00:00:00
35132,7027,Silage,9;75,2023/10/18 00:00:00
35133,7027,Maize,9;53,2023/10/12 00:00:00
35134,7027,Silage,7;16,2023/05/08 00:00:00
35135,7027,Silage,10;53,2022/12/02 00:00:00
35136,7028,Maize,8;27,2020/11/08 00:00:00
35137,7028,Lucerne,10;23,2020/11/21 00:00:00
35138,7028,Grass,10;02,2022/05/13 00:00:00
35139,7028,Lucerne,13;45,2021/06/28 00:00:00
35140,7028,Grass,12;57,2022/05/17 00:00:00
35141,7029,Lucerne,10;41,2021/11/16 00:00:00
35142,7029,Maize,5;83,2022/10/08 00:00:00
35143,7029,Maize,9;68,2022/07/07 00:00:00
35144,7029,Lucerne,6;83,2022/06/23 00:00:00
35145,7029,Lucerne,12;70,2022/01/02 00:00:00
35146,7030,Maize,8;00,2023/03/09 00:00:00
35147,7030,Lucerne,13;67,2023/04/08 00:00:00
35148,7030,Silage,10;53,2022/04/11 00:00:00
35149,7030,Grass,9;57,2023/04/22 00:00:00
35150,7030,Maize,11;20,2022/11/28 00:00:00
35151,7031,Silage,9;55,2023/03/04 00:00:00
35152,7031,Lucerne,10;68,2023/02/19 00:00:00
35153,7031,Grass,10;99,2022/10/10 00:00:00
35154,7031,Silage,14;57,2023/06/16 00:00:00
35155,7031,Silage,14;96,2022/07/19 00:00:00
35156,7032,Silage,6;91,2023/09/05 00:00:00
35157,7032,Silage,6;27,2023/05/09 00:00:00
35158,7032,Maize,6;45,2023/12/15 00:00:00
35159,7032,Grass,10;64,2024/02/15 00:00:00
35160,7032,Grass,10;65,2023/06/29 00:00:00
35161,7033,Grass,5;38,2025/06/05 00:00:00
35162,7033,Grass,10;28,2025/03/21 00:00:00
35163,7033,Grass,5;50,2024/04/18 00:00:00
35164,7033,Lucerne,9;87,2025/03/03 00:00:00
35165,7033,Silage,10;15,2025/07/15 00:00:00
35166,7034,Lucerne,14;81,2024/06/26 00:00:00
35167,7034,Lucerne,13;22,2023/12/23 00:00:00
35168,7034,Grass,5;98,2024/05/16 00:00:00
35169,7034,Grass,12;55,2024/01/20 00:00:00
35170,7034,Lucerne,12;83,2023/07/08 00:00:00
35171,7035,Maize,5;66,2023/08/30 00:00:00
35172,7035,Lucerne,8;90,2025/03/18 00:00:00
35173,7035,Grass,7;15,2024/06/02 00:00:00
35174,7035,Maize,8;45,2023/11/06 00:00:00
35175,7035,Maize,12;05,2024/09/20 00:00:00
35176,7036,Lucerne,8;01,2025/01/14 00:00:00
35177,7036,Lucerne,6;02,2024/12/15 00:00:00
35178,7036,Silage,6;68,2025/03/27 00:00:00
35179,7036,Silage,13;94,2025/07/31 00:00:00
35180,7036,Silage,5;15,2025/04/15 00:00:00
35181,7037,Silage,7;07,2021/12/21 00:00:00
35182,7037,Grass,5;75,2022/03/30 00:00:00
35183,7037,Maize,9;75,2021/09/21 00:00:00
35184,7037,Lucerne,14;65,2022/11/05 00:00:00
35185,7037,Grass,8;18,2022/05/05 00:00:00
35186,7038,Grass,10;96,2024/08/12 00:00:00
35187,7038,Lucerne,7;40,2024/09/20 00:00:00
35188,7038,Maize,13;24,2025/02/13 00:00:00
35189,7038,Silage,7;59,2025/07/01 00:00:00
35190,7038,Silage,9;84,2024/10/17 00:00:00
35191,7039,Lucerne,11;56,2021/03/16 00:00:00
35192,7039,Maize,6;92,2021/02/05 00:00:00
35193,7039,Lucerne,8;29,2021/12/17 00:00:00
35194,7039,Grass,6;80,2022/04/21 00:00:00
35195,7039,Maize,14;91,2021/02/04 00:00:00
35196,7040,Lucerne,8;41,2023/03/30 00:00:00
35197,7040,Silage,7;34,2022/04/11 00:00:00
35198,7040,Maize,10;03,2023/02/11 00:00:00
35199,7040,Silage,12;40,2022/06/04 00:00:00
35200,7040,Maize,12;79,2023/03/09 00:00:00
35201,7041,Maize,8;74,2022/04/02 00:00:00
35202,7041,Maize,5;11,2021/01/20 00:00:00
35203,7041,Maize,8;93,2020/09/25 00:00:00
35204,7041,Silage,7;52,2020/12/24 00:00:00
35205,7041,Lucerne,11;32,2020/08/14 00:00:00
35206,7042,Maize,6;73,2022/01/18 00:00:00
35207,7042,Maize,11;03,2022/03/13 00:00:00
35208,7042,Grass,5;26,2021/01/09 00:00:00
35209,7042,Grass,9;32,2020/11/09 00:00:00
35210,7042,Silage,8;78,2021/05/19 00:00:00
35211,7043,Lucerne,7;89,2024/12/18 00:00:00
35212,7043,Lucerne,11;98,2025/05/30 00:00:00
35213,7043,Lucerne,13;78,2025/09/19 00:00:00
35214,7043,Lucerne,7;52,2025/08/29 00:00:00
35215,7043,Maize,14;28,2025/09/21 00:00:00
35216,7044,Grass,12;85,2023/06/03 00:00:00
35217,7044,Maize,11;89,2022/11/20 00:00:00
35218,7044,Maize,5;41,2022/03/15 00:00:00
35219,7044,Lucerne,9;74,2022/07/03 00:00:00
35220,7044,Maize,9;29,2022/11/28 00:00:00
35221,7045,Grass,6;41,2020/05/22 00:00:00
35222,7045,Maize,10;83,2022/01/19 00:00:00
35223,7045,Maize,14;47,2021/12/31 00:00:00
35224,7045,Silage,12;94,2020/11/17 00:00:00
35225,7045,Lucerne,12;15,2020/12/23 00:00:00
35226,7046,Lucerne,8;25,2021/05/28 00:00:00
35227,7046,Silage,6;68,2022/05/14 00:00:00
35228,7046,Silage,12;09,2022/06/11 00:00:00
35229,7046,Lucerne,7;06,2021/09/01 00:00:00
35230,7046,Silage,14;16,2021/08/17 00:00:00
35231,7047,Silage,5;92,2022/07/13 00:00:00
35232,7047,Silage,11;74,2021/12/08 00:00:00
35233,7047,Lucerne,5;50,2022/05/07 00:00:00
35234,7047,Grass,8;15,2023/03/19 00:00:00
35235,7047,Lucerne,9;62,2023/04/24 00:00:00
35236,7048,Silage,11;96,2020/10/29 00:00:00
35237,7048,Lucerne,14;29,2020/07/08 00:00:00
35238,7048,Silage,9;76,2020/09/17 00:00:00
35239,7048,Lucerne,13;72,2021/01/05 00:00:00
35240,7048,Silage,12;88,2020/12/01 00:00:00
35241,7049,Maize,8;42,2022/10/27 00:00:00
35242,7049,Maize,12;96,2023/12/31 00:00:00
35243,7049,Lucerne,9;52,2022/11/03 00:00:00
35244,7049,Grass,5;36,2023/04/01 00:00:00
35245,7049,Lucerne,7;46,2024/04/06 00:00:00
35246,7050,Lucerne,8;46,2022/03/22 00:00:00
35247,7050,Lucerne,11;14,2022/09/06 00:00:00
35248,7050,Lucerne,10;48,2023/07/08 00:00:00
35249,7050,Grass,7;07,2022/11/13 00:00:00
35250,7050,Grass,9;68,2023/03/12 00:00:00
35251,7051,Maize,11;08,2023/04/19 00:00:00
35252,7051,Lucerne,8;04,2024/07/17 00:00:00
35253,7051,Lucerne,7;27,2024/01/02 00:00:00
35254,7051,Grass,9;27,2023/04/07 00:00:00
35255,7051,Silage,10;87,2024/05/27 00:00:00
35256,7052,Lucerne,9;97,2024/07/02 00:00:00
35257,7052,Silage,6;24,2025/01/07 00:00:00
35258,7052,Grass,10;31,2024/05/27 00:00:00
35259,7052,Lucerne,12;95,2025/06/28 00:00:00
35260,7052,Grass,11;34,2025/02/17 00:00:00
35261,7053,Grass,11;55,2022/05/13 00:00:00
35262,7053,Grass,10;61,2021/05/23 00:00:00
35263,7053,Grass,12;86,2022/04/16 00:00:00
35264,7053,Lucerne,5;02,2020/11/06 00:00:00
35265,7053,Maize,11;02,2020/12/19 00:00:00
35266,7054,Silage,11;36,2023/08/10 00:00:00
35267,7054,Grass,7;01,2023/03/02 00:00:00
35268,7054,Silage,12;83,2022/07/11 00:00:00
35269,7054,Silage,9;92,2022/01/20 00:00:00
35270,7054,Grass,6;00,2022/10/25 00:00:00
35271,7055,Grass,12;62,2022/08/13 00:00:00
35272,7055,Grass,6;06,2022/12/05 00:00:00
35273,7055,Silage,5;47,2021/08/15 00:00:00
35274,7055,Silage,13;62,2022/10/28 00:00:00
35275,7055,Silage,10;25,2021/10/16 00:00:00
35276,7056,Silage,11;04,2024/08/07 00:00:00
35277,7056,Lucerne,11;01,2023/04/02 00:00:00
35278,7056,Lucerne,14;51,2023/09/25 00:00:00
35279,7056,Lucerne,12;00,2024/07/02 00:00:00
35280,7056,Maize,14;61,2023/02/04 00:00:00
35281,7057,Silage,14;26,2023/10/31 00:00:00
35282,7057,Silage,12;04,2023/01/18 00:00:00
35283,7057,Maize,10;06,2023/07/02 00:00:00
35284,7057,Silage,5;07,2023/08/30 00:00:00
35285,7057,Lucerne,11;29,2023/03/24 00:00:00
35286,7058,Lucerne,5;99,2023/01/23 00:00:00
35287,7058,Grass,13;71,2024/03/02 00:00:00
35288,7058,Grass,5;99,2023/06/27 00:00:00
35289,7058,Silage,8;44,2024/01/13 00:00:00
35290,7058,Grass,6;97,2023/04/28 00:00:00
35291,7059,Lucerne,11;20,2021/02/10 00:00:00
35292,7059,Lucerne,6;13,2022/08/08 00:00:00
35293,7059,Grass,13;55,2022/05/27 00:00:00
35294,7059,Lucerne,13;80,2021/02/18 00:00:00
35295,7059,Silage,10;73,2022/01/01 00:00:00
35296,7060,Maize,13;97,2021/07/03 00:00:00
35297,7060,Grass,13;80,2021/12/29 00:00:00
35298,7060,Maize,9;18,2021/02/06 00:00:00
35299,7060,Grass,7;04,2022/05/23 00:00:00
35300,7060,Grass,5;82,2021/07/28 00:00:00
35301,7061,Silage,8;65,2023/03/17 00:00:00
35302,7061,Grass,10;16,2023/05/06 00:00:00
35303,7061,Maize,14;80,2023/07/28 00:00:00
35304,7061,Silage,14;73,2023/02/03 00:00:00
35305,7061,Silage,8;38,2024/05/26 00:00:00
35306,7062,Lucerne,12;16,2022/10/25 00:00:00
35307,7062,Lucerne,12;80,2022/09/05 00:00:00
35308,7062,Silage,5;67,2022/06/13 00:00:00
35309,7062,Lucerne,7;84,2022/03/31 00:00:00
35310,7062,Lucerne,12;76,2023/06/27 00:00:00
35311,7063,Grass,13;40,2021/08/08 00:00:00
35312,7063,Silage,9;57,2021/02/24 00:00:00
35313,7063,Lucerne,8;42,2020/05/07 00:00:00
35314,7063,Grass,5;68,2021/11/08 00:00:00
35315,7063,Lucerne,11;90,2021/11/02 00:00:00
35316,7064,Silage,6;79,2022/12/22 00:00:00
35317,7064,Grass,8;89,2023/09/09 00:00:00
35318,7064,Silage,7;80,2023/05/13 00:00:00
35319,7064,Lucerne,14;37,2023/05/11 00:00:00
35320,7064,Lucerne,7;86,2023/03/29 00:00:00
35321,7065,Grass,10;07,2023/10/30 00:00:00
35322,7065,Maize,7;96,2023/09/15 00:00:00
35323,7065,Silage,14;74,2025/01/06 00:00:00
35324,7065,Silage,5;03,2024/02/16 00:00:00
35325,7065,Silage,12;00,2024/09/19 00:00:00
35326,7066,Maize,11;85,2023/08/12 00:00:00
35327,7066,Silage,9;47,2023/02/19 00:00:00
35328,7066,Grass,13;95,2023/08/18 00:00:00
35329,7066,Silage,13;06,2023/12/07 00:00:00
35330,7066,Silage,10;49,2023/11/11 00:00:00
35331,7067,Grass,12;95,2023/08/30 00:00:00
35332,7067,Lucerne,5;20,2024/07/18 00:00:00
35333,7067,Maize,6;97,2024/04/03 00:00:00
35334,7067,Lucerne,13;87,2023/12/03 00:00:00
35335,7067,Grass,11;25,2024/03/28 00:00:00
35336,7068,Grass,13;34,2021/07/24 00:00:00
35337,7068,Maize,8;83,2020/12/25 00:00:00
35338,7068,Lucerne,10;83,2022/01/06 00:00:00
35339,7068,Grass,5;66,2021/08/14 00:00:00
35340,7068,Lucerne,6;88,2021/05/27 00:00:00
35341,7069,Maize,15;00,2021/07/02 00:00:00
35342,7069,Silage,7;59,2021/02/13 00:00:00
35343,7069,Silage,11;43,2021/12/12 00:00:00
35344,7069,Grass,13;17,2021/08/11 00:00:00
35345,7069,Lucerne,11;35,2021/09/26 00:00:00
35346,7070,Lucerne,14;21,2021/05/29 00:00:00
35347,7070,Grass,8;05,2022/08/22 00:00:00
35348,7070,Lucerne,13;81,2021/03/24 00:00:00
35349,7070,Silage,7;94,2021/04/22 00:00:00
35350,7070,Grass,11;99,2022/08/10 00:00:00
35351,7071,Lucerne,13;95,2021/11/20 00:00:00
35352,7071,Lucerne,7;01,2023/06/05 00:00:00
35353,7071,Lucerne,13;38,2022/07/07 00:00:00
35354,7071,Grass,12;96,2022/03/17 00:00:00
35355,7071,Lucerne,9;39,2022/11/11 00:00:00
35356,7072,Lucerne,14;39,2023/06/21 00:00:00
35357,7072,Silage,7;25,2022/01/23 00:00:00
35358,7072,Silage,13;16,2023/05/11 00:00:00
35359,7072,Maize,10;93,2022/01/07 00:00:00
35360,7072,Silage,5;93,2023/07/02 00:00:00
35361,7073,Lucerne,6;02,2023/12/06 00:00:00
35362,7073,Maize,7;03,2023/11/21 00:00:00
35363,7073,Silage,5;78,2023/01/13 00:00:00
35364,7073,Maize,6;22,2022/06/03 00:00:00
35365,7073,Lucerne,13;24,2023/03/02 00:00:00
35366,7074,Lucerne,5;79,2024/01/17 00:00:00
35367,7074,Maize,10;05,2023/11/23 00:00:00
35368,7074,Silage,14;37,2024/02/07 00:00:00
35369,7074,Lucerne,11;04,2023/05/31 00:00:00
35370,7074,Grass,8;87,2024/05/03 00:00:00
35371,7075,Lucerne,10;20,2023/07/03 00:00:00
35372,7075,Silage,6;82,2023/06/01 00:00:00
35373,7075,Grass,6;75,2022/08/12 00:00:00
35374,7075,Maize,7;85,2023/09/15 00:00:00
35375,7075,Maize,11;07,2022/05/19 00:00:00
35376,7076,Grass,9;41,2023/01/17 00:00:00
35377,7076,Silage,12;36,2022/03/18 00:00:00
35378,7076,Maize,11;58,2022/05/04 00:00:00
35379,7076,Maize,12;31,2021/08/06 00:00:00
35380,7076,Silage,14;15,2022/05/11 00:00:00
35381,7077,Lucerne,8;52,2021/11/09 00:00:00
35382,7077,Lucerne,14;04,2021/09/13 00:00:00
35383,7077,Silage,10;01,2021/10/09 00:00:00
35384,7077,Lucerne,10;35,2022/03/25 00:00:00
35385,7077,Grass,14;57,2021/01/12 00:00:00
35386,7078,Silage,12;51,2021/07/05 00:00:00
35387,7078,Silage,12;50,2021/03/20 00:00:00
35388,7078,Grass,12;53,2022/01/26 00:00:00
35389,7078,Grass,5;91,2022/06/10 00:00:00
35390,7078,Grass,12;93,2021/09/20 00:00:00
35391,7079,Maize,12;76,2023/01/26 00:00:00
35392,7079,Maize,13;02,2024/03/31 00:00:00
35393,7079,Grass,11;88,2023/11/05 00:00:00
35394,7079,Maize,12;22,2024/04/05 00:00:00
35395,7079,Silage,10;59,2022/12/19 00:00:00
35396,7080,Maize,9;72,2021/07/23 00:00:00
35397,7080,Silage,6;14,2022/01/18 00:00:00
35398,7080,Lucerne,6;00,2020/08/14 00:00:00
35399,7080,Silage,12;53,2021/05/19 00:00:00
35400,7080,Grass,12;32,2021/10/03 00:00:00
35401,7081,Maize,6;82,2021/10/08 00:00:00
35402,7081,Grass,7;86,2021/11/10 00:00:00
35403,7081,Maize,10;68,2020/10/20 00:00:00
35404,7081,Silage,8;26,2020/08/22 00:00:00
35405,7081,Maize,13;69,2020/07/30 00:00:00
35406,7082,Grass,12;40,2022/09/21 00:00:00
35407,7082,Silage,9;83,2023/06/20 00:00:00
35408,7082,Grass,12;90,2023/07/28 00:00:00
35409,7082,Silage,11;94,2023/07/26 00:00:00
35410,7082,Grass,7;02,2022/06/20 00:00:00
35411,7083,Silage,6;29,2023/08/25 00:00:00
35412,7083,Lucerne,12;62,2022/12/02 00:00:00
35413,7083,Grass,6;57,2022/06/14 00:00:00
35414,7083,Silage,14;67,2023/07/23 00:00:00
35415,7083,Maize,5;79,2023/05/10 00:00:00
35416,7084,Lucerne,7;07,2020/10/22 00:00:00
35417,7084,Grass,7;12,2020/06/04 00:00:00
35418,7084,Silage,10;91,2020/11/02 00:00:00
35419,7084,Grass,10;77,2021/02/01 00:00:00
35420,7084,Grass,12;21,2021/06/10 00:00:00
35421,7085,Grass,10;49,2021/08/28 00:00:00
35422,7085,Grass,14;56,2021/05/12 00:00:00
35423,7085,Grass,12;37,2021/03/15 00:00:00
35424,7085,Silage,14;91,2022/01/13 00:00:00
35425,7085,Lucerne,5;08,2021/12/02 00:00:00
35426,7086,Maize,11;17,2024/11/02 00:00:00
35427,7086,Lucerne,10;53,2024/06/11 00:00:00
35428,7086,Silage,14;57,2025/04/29 00:00:00
35429,7086,Grass,14;27,2024/07/14 00:00:00
35430,7086,Maize,11;97,2023/12/01 00:00:00
35431,7087,Grass,7;04,2021/01/09 00:00:00
35432,7087,Maize,8;59,2020/12/27 00:00:00
35433,7087,Maize,9;39,2020/06/22 00:00:00
35434,7087,Maize,13;10,2021/01/30 00:00:00
35435,7087,Grass,11;50,2020/08/24 00:00:00
35436,7088,Silage,9;84,2024/03/04 00:00:00
35437,7088,Maize,9;77,2024/10/31 00:00:00
35438,7088,Maize,6;38,2023/06/12 00:00:00
35439,7088,Grass,11;39,2024/03/10 00:00:00
35440,7088,Silage,5;72,2023/03/15 00:00:00
35441,7089,Maize,9;01,2021/04/08 00:00:00
35442,7089,Lucerne,8;40,2022/07/31 00:00:00
35443,7089,Grass,7;42,2022/05/02 00:00:00
35444,7089,Grass,6;79,2021/07/05 00:00:00
35445,7089,Maize,8;00,2022/07/02 00:00:00
35446,7090,Grass,8;20,2024/04/17 00:00:00
35447,7090,Lucerne,11;03,2024/07/13 00:00:00
35448,7090,Lucerne,14;75,2024/02/21 00:00:00
35449,7090,Grass,9;67,2023/11/15 00:00:00
35450,7090,Silage,10;74,2025/01/07 00:00:00
35451,7091,Lucerne,6;61,2024/01/04 00:00:00
35452,7091,Grass,14;31,2024/02/01 00:00:00
35453,7091,Silage,7;02,2023/11/28 00:00:00
35454,7091,Silage,7;86,2023/10/17 00:00:00
35455,7091,Lucerne,11;32,2023/11/22 00:00:00
35456,7092,Lucerne,5;93,2022/10/09 00:00:00
35457,7092,Silage,5;89,2021/11/11 00:00:00
35458,7092,Silage,11;06,2022/02/14 00:00:00
35459,7092,Maize,12;04,2022/01/18 00:00:00
35460,7092,Lucerne,11;98,2022/11/01 00:00:00
35461,7093,Maize,13;78,2022/04/04 00:00:00
35462,7093,Lucerne,7;75,2021/02/12 00:00:00
35463,7093,Lucerne,9;94,2021/09/24 00:00:00
35464,7093,Silage,10;87,2021/04/17 00:00:00
35465,7093,Lucerne,8;37,2021/08/22 00:00:00
35466,7094,Grass,5;21,2022/05/06 00:00:00
35467,7094,Lucerne,9;41,2022/05/26 00:00:00
35468,7094,Grass,13;41,2022/08/05 00:00:00
35469,7094,Silage,10;39,2022/09/19 00:00:00
35470,7094,Lucerne,10;07,2022/02/21 00:00:00
35471,7095,Lucerne,11;09,2021/03/26 00:00:00
35472,7095,Silage,12;11,2021/01/23 00:00:00
35473,7095,Maize,5;07,2020/12/22 00:00:00
35474,7095,Silage,14;72,2021/05/26 00:00:00
35475,7095,Silage,5;94,2021/03/25 00:00:00
35476,7096,Grass,7;87,2021/01/02 00:00:00
35477,7096,Grass,8;87,2021/09/24 00:00:00
35478,7096,Grass,13;99,2020/12/25 00:00:00
35479,7096,Maize,9;94,2020/08/06 00:00:00
35480,7096,Grass,10;26,2021/10/27 00:00:00
35481,7097,Silage,14;12,2023/03/03 00:00:00
35482,7097,Grass,8;49,2023/02/24 00:00:00
35483,7097,Maize,10;62,2022/07/14 00:00:00
35484,7097,Lucerne,11;24,2021/06/17 00:00:00
35485,7097,Lucerne,11;40,2022/04/05 00:00:00
35486,7098,Lucerne,12;58,2022/02/08 00:00:00
35487,7098,Lucerne,7;00,2021/03/28 00:00:00
35488,7098,Silage,12;47,2021/01/02 00:00:00
35489,7098,Maize,14;00,2022/01/15 00:00:00
35490,7098,Grass,14;36,2021/03/05 00:00:00
35491,7099,Silage,8;93,2023/03/10 00:00:00
35492,7099,Maize,13;19,2022/06/14 00:00:00
35493,7099,Maize,8;28,2023/08/26 00:00:00
35494,7099,Maize,10;88,2023/08/14 00:00:00
