LivestockID,FarmerID,TagNumber,Species,Breed,BirthDate,RegistrationDate
8562,857,TAG-857-2,Cattle,Merino,2022/02/15 00:00:00,2022/04/15 00:00:00
8563,857,TAG-857-3,Cattle,Boer Goat,2022/09/11 00:00:00,2022/11/11 00:00:00
8564,857,TAG-857-4,Sheep,Boer Goat,2022/09/15 00:00:00,2022/11/15 00:00:00
8565,857,TAG-857-5,Sheep,Merino,2021/10/21 00:00:00,2021/12/21 00:00:00
8566,857,TAG-857-6,Cattle,Merino,2023/12/04 00:00:00,2024/02/04 00:00:00
8567,857,TAG-857-7,Goat,Boer Goat,2023/06/09 00:00:00,2023/08/09 00:00:00
8568,857,TAG-857-8,Cattle,Boer Goat,2022/07/03 00:00:00,2022/09/03 00:00:00
8569,857,TAG-857-9,Cattle,Nguni,2021/09/21 00:00:00,2021/11/21 00:00:00
8570,857,TAG-857-10,Cattle,Bonsmara,2023/05/10 00:00:00,2023/07/10 00:00:00
8571,858,TAG-858-1,Cattle,Nguni,2023/06/01 00:00:00,2023/08/01 00:00:00
8572,858,TAG-858-2,Sheep,Merino,2023/06/20 00:00:00,2023/08/20 00:00:00
8573,858,TAG-858-3,Goat,Bonsmara,2022/12/06 00:00:00,2023/02/06 00:00:00
8574,858,TAG-858-4,Sheep,Bonsmara,2020/05/27 00:00:00,2020/07/27 00:00:00
8575,858,TAG-858-5,Goat,Dorper,2020/08/07 00:00:00,2020/10/07 00:00:00
8576,858,TAG-858-6,Sheep,Bonsmara,2022/01/12 00:00:00,2022/03/12 00:00:00
8577,858,TAG-858-7,Sheep,Bonsmara,2021/08/27 00:00:00,2021/10/27 00:00:00
8578,858,TAG-858-8,Goat,Merino,2021/06/27 00:00:00,2021/08/27 00:00:00
8579,858,TAG-858-9,Sheep,Bonsmara,2020/10/05 00:00:00,2020/12/05 00:00:00
8580,858,TAG-858-10,Goat,Nguni,2021/06/07 00:00:00,2021/08/07 00:00:00
8581,859,TAG-859-1,Goat,Bonsmara,2021/05/13 00:00:00,2021/07/13 00:00:00
8582,859,TAG-859-2,Goat,Boer Goat,2020/03/12 00:00:00,2020/05/12 00:00:00
8583,859,TAG-859-3,Cattle,Nguni,2023/01/24 00:00:00,2023/03/24 00:00:00
8584,859,TAG-859-4,Sheep,Boer Goat,2020/12/14 00:00:00,2021/02/14 00:00:00
8585,859,TAG-859-5,Goat,Bonsmara,2022/05/18 00:00:00,2022/07/18 00:00:00
8586,859,TAG-859-6,Sheep,Merino,2020/06/10 00:00:00,2020/08/10 00:00:00
8587,859,TAG-859-7,Sheep,Boer Goat,2021/10/22 00:00:00,2021/12/22 00:00:00
8588,859,TAG-859-8,Cattle,Merino,2023/02/15 00:00:00,2023/04/15 00:00:00
8589,859,TAG-859-9,Cattle,Merino,2020/01/17 00:00:00,2020/03/17 00:00:00
8590,859,TAG-859-10,Sheep,Merino,2020/12/26 00:00:00,2021/02/26 00:00:00
8591,860,TAG-860-1,Cattle,Merino,2021/12/14 00:00:00,2022/02/14 00:00:00
8592,860,TAG-860-2,Sheep,Merino,2020/10/26 00:00:00,2020/12/26 00:00:00
8593,860,TAG-860-3,Sheep,Nguni,2023/11/14 00:00:00,2024/01/14 00:00:00
8594,860,TAG-860-4,Sheep,Nguni,2020/03/02 00:00:00,2020/05/02 00:00:00
8595,860,TAG-860-5,Cattle,Boer Goat,2023/06/12 00:00:00,2023/08/12 00:00:00
8596,860,TAG-860-6,Sheep,Bonsmara,2022/10/16 00:00:00,2022/12/16 00:00:00
8597,860,TAG-860-7,Goat,Nguni,2021/07/16 00:00:00,2021/09/16 00:00:00
8598,860,TAG-860-8,Goat,Boer Goat,2021/04/15 00:00:00,2021/06/15 00:00:00
8599,860,TAG-860-9,Sheep,Bonsmara,2020/03/21 00:00:00,2020/05/21 00:00:00
8600,860,TAG-860-10,Cattle,Merino,2021/07/21 00:00:00,2021/09/21 00:00:00
8601,861,TAG-861-1,Sheep,Merino,2023/11/27 00:00:00,2024/01/27 00:00:00
8602,861,TAG-861-2,Sheep,Dorper,2020/07/07 00:00:00,2020/09/07 00:00:00
8603,861,TAG-861-3,Cattle,Nguni,2020/03/02 00:00:00,2020/05/02 00:00:00
8604,861,TAG-861-4,Sheep,Bonsmara,2020/04/03 00:00:00,2020/06/03 00:00:00
8605,861,TAG-861-5,Sheep,Dorper,2023/09/19 00:00:00,2023/11/19 00:00:00
8606,861,TAG-861-6,Goat,Nguni,2023/08/21 00:00:00,2023/10/21 00:00:00
8607,861,TAG-861-7,Goat,Bonsmara,2023/01/16 00:00:00,2023/03/16 00:00:00
8608,861,TAG-861-8,Sheep,Nguni,2021/07/24 00:00:00,2021/09/24 00:00:00
8609,861,TAG-861-9,Goat,Nguni,2023/01/16 00:00:00,2023/03/16 00:00:00
8610,861,TAG-861-10,Goat,Merino,2023/02/17 00:00:00,2023/04/17 00:00:00
8611,862,TAG-862-1,Cattle,Bonsmara,2023/06/01 00:00:00,2023/08/01 00:00:00
8612,862,TAG-862-2,Sheep,Bonsmara,2020/03/08 00:00:00,2020/05/08 00:00:00
8613,862,TAG-862-3,Sheep,Dorper,2021/10/22 00:00:00,2021/12/22 00:00:00
8614,862,TAG-862-4,Goat,Bonsmara,2020/08/19 00:00:00,2020/10/19 00:00:00
8615,862,TAG-862-5,Goat,Dorper,2022/05/07 00:00:00,2022/07/07 00:00:00
8616,862,TAG-862-6,Goat,Dorper,2022/02/06 00:00:00,2022/04/06 00:00:00
8617,862,TAG-862-7,Sheep,Nguni,2022/01/06 00:00:00,2022/03/06 00:00:00
8618,862,TAG-862-8,Goat,Merino,2021/01/09 00:00:00,2021/03/09 00:00:00
8619,862,TAG-862-9,Cattle,Bonsmara,2020/04/04 00:00:00,2020/06/04 00:00:00
8620,862,TAG-862-10,Goat,Dorper,2020/03/16 00:00:00,2020/05/16 00:00:00
8621,863,TAG-863-1,Sheep,Dorper,2021/06/06 00:00:00,2021/08/06 00:00:00
8622,863,TAG-863-2,Cattle,Nguni,2022/03/11 00:00:00,2022/05/11 00:00:00
8623,863,TAG-863-3,Sheep,Nguni,2020/12/19 00:00:00,2021/02/19 00:00:00
8624,863,TAG-863-4,Sheep,Merino,2021/07/24 00:00:00,2021/09/24 00:00:00
8625,863,TAG-863-5,Sheep,Merino,2020/04/04 00:00:00,2020/06/04 00:00:00
8626,863,TAG-863-6,Sheep,Dorper,2021/04/04 00:00:00,2021/06/04 00:00:00
8627,863,TAG-863-7,Goat,Merino,2022/07/18 00:00:00,2022/09/18 00:00:00
8628,863,TAG-863-8,Cattle,Merino,2020/11/12 00:00:00,2021/01/12 00:00:00
8629,863,TAG-863-9,Goat,Merino,2021/08/27 00:00:00,2021/10/27 00:00:00
8630,863,TAG-863-10,Cattle,Merino,2020/08/09 00:00:00,2020/10/09 00:00:00
8631,864,TAG-864-1,Cattle,Dorper,2021/05/18 00:00:00,2021/07/18 00:00:00
8632,864,TAG-864-2,Cattle,Merino,2020/04/10 00:00:00,2020/06/10 00:00:00
8633,864,TAG-864-3,Goat,Merino,2021/01/15 00:00:00,2021/03/15 00:00:00
8634,864,TAG-864-4,Cattle,Dorper,2022/04/02 00:00:00,2022/06/02 00:00:00
8635,864,TAG-864-5,Goat,Nguni,2021/02/23 00:00:00,2021/04/23 00:00:00
8636,864,TAG-864-6,Cattle,Boer Goat,2021/04/17 00:00:00,2021/06/17 00:00:00
8637,864,TAG-864-7,Cattle,Merino,2023/12/04 00:00:00,2024/02/04 00:00:00
8638,864,TAG-864-8,Sheep,Merino,2020/11/16 00:00:00,2021/01/16 00:00:00
8639,864,TAG-864-9,Goat,Nguni,2023/07/04 00:00:00,2023/09/04 00:00:00
8640,864,TAG-864-10,Sheep,Dorper,2020/02/18 00:00:00,2020/04/18 00:00:00
8641,865,TAG-865-1,Cattle,Nguni,2023/07/02 00:00:00,2023/09/02 00:00:00
8642,865,TAG-865-2,Sheep,Merino,2021/06/04 00:00:00,2021/08/04 00:00:00
8643,865,TAG-865-3,Sheep,Bonsmara,2023/09/02 00:00:00,2023/11/02 00:00:00
8644,865,TAG-865-4,Sheep,Boer Goat,2021/12/06 00:00:00,2022/02/06 00:00:00
8645,865,TAG-865-5,Sheep,Nguni,2022/10/10 00:00:00,2022/12/10 00:00:00
8646,865,TAG-865-6,Cattle,Dorper,2023/01/09 00:00:00,2023/03/09 00:00:00
8647,865,TAG-865-7,Cattle,Boer Goat,2021/08/18 00:00:00,2021/10/18 00:00:00
8648,865,TAG-865-8,Cattle,Boer Goat,2020/12/01 00:00:00,2021/02/01 00:00:00
8649,865,TAG-865-9,Cattle,Bonsmara,2022/10/17 00:00:00,2022/12/17 00:00:00
8650,865,TAG-865-10,Sheep,Dorper,2020/06/04 00:00:00,2020/08/04 00:00:00
8651,866,TAG-866-1,Goat,Boer Goat,2021/11/22 00:00:00,2022/01/22 00:00:00
8652,866,TAG-866-2,Cattle,Boer Goat,2020/03/07 00:00:00,2020/05/07 00:00:00
8653,866,TAG-866-3,Cattle,Boer Goat,2021/03/23 00:00:00,2021/05/23 00:00:00
8654,866,TAG-866-4,Goat,Merino,2020/01/21 00:00:00,2020/03/21 00:00:00
8655,866,TAG-866-5,Goat,Bonsmara,2021/12/01 00:00:00,2022/02/01 00:00:00
8656,866,TAG-866-6,Cattle,Dorper,2023/02/06 00:00:00,2023/04/06 00:00:00
8657,866,TAG-866-7,Goat,Bonsmara,2021/11/14 00:00:00,2022/01/14 00:00:00
8658,866,TAG-866-8,Sheep,Boer Goat,2021/11/03 00:00:00,2022/01/03 00:00:00
8659,866,TAG-866-9,Sheep,Dorper,2020/08/25 00:00:00,2020/10/25 00:00:00
8660,866,TAG-866-10,Sheep,Merino,2021/12/17 00:00:00,2022/02/17 00:00:00
8661,867,TAG-867-1,Cattle,Merino,2020/09/15 00:00:00,2020/11/15 00:00:00
8662,867,TAG-867-2,Sheep,Merino,2021/11/05 00:00:00,2022/01/05 00:00:00
8663,867,TAG-867-3,Cattle,Dorper,2020/12/02 00:00:00,2021/02/02 00:00:00
8664,867,TAG-867-4,Goat,Dorper,2021/09/11 00:00:00,2021/11/11 00:00:00
8665,867,TAG-867-5,Goat,Merino,2021/12/23 00:00:00,2022/02/23 00:00:00
8666,867,TAG-867-6,Goat,Boer Goat,2022/01/03 00:00:00,2022/03/03 00:00:00
8667,867,TAG-867-7,Sheep,Dorper,2023/07/09 00:00:00,2023/09/09 00:00:00
8668,867,TAG-867-8,Sheep,Boer Goat,2022/05/07 00:00:00,2022/07/07 00:00:00
8669,867,TAG-867-9,Goat,Boer Goat,2021/09/07 00:00:00,2021/11/07 00:00:00
8670,867,TAG-867-10,Cattle,Merino,2020/08/19 00:00:00,2020/10/19 00:00:00
8671,868,TAG-868-1,Sheep,Nguni,2023/07/08 00:00:00,2023/09/08 00:00:00
8672,868,TAG-868-2,Sheep,Dorper,2020/11/05 00:00:00,2021/01/05 00:00:00
8673,868,TAG-868-3,Goat,Merino,2021/10/15 00:00:00,2021/12/15 00:00:00
8674,868,TAG-868-4,Goat,Nguni,2021/08/09 00:00:00,2021/10/09 00:00:00
8675,868,TAG-868-5,Cattle,Merino,2020/06/14 00:00:00,2020/08/14 00:00:00
8676,868,TAG-868-6,Cattle,Merino,2022/09/12 00:00:00,2022/11/12 00:00:00
8677,868,TAG-868-7,Cattle,Merino,2020/04/02 00:00:00,2020/06/02 00:00:00
8678,868,TAG-868-8,Goat,Bonsmara,2021/03/10 00:00:00,2021/05/10 00:00:00
8679,868,TAG-868-9,Cattle,Nguni,2023/03/12 00:00:00,2023/05/12 00:00:00
8680,868,TAG-868-10,Sheep,Bonsmara,2022/02/18 00:00:00,2022/04/18 00:00:00
8681,869,TAG-869-1,Sheep,Merino,2021/04/09 00:00:00,2021/06/09 00:00:00
8682,869,TAG-869-2,Goat,Merino,2021/01/08 00:00:00,2021/03/08 00:00:00
8683,869,TAG-869-3,Cattle,Bonsmara,2021/06/27 00:00:00,2021/08/27 00:00:00
8684,869,TAG-869-4,Cattle,Boer Goat,2023/09/14 00:00:00,2023/11/14 00:00:00
8685,869,TAG-869-5,Goat,Boer Goat,2020/04/18 00:00:00,2020/06/18 00:00:00
8686,869,TAG-869-6,Cattle,Bonsmara,2023/01/11 00:00:00,2023/03/11 00:00:00
8687,869,TAG-869-7,Goat,Nguni,2022/02/16 00:00:00,2022/04/16 00:00:00
8688,869,TAG-869-8,Goat,Nguni,2023/01/05 00:00:00,2023/03/05 00:00:00
8689,869,TAG-869-9,Cattle,Merino,2021/12/21 00:00:00,2022/02/21 00:00:00
8690,869,TAG-869-10,Goat,Nguni,2021/03/04 00:00:00,2021/05/04 00:00:00
8691,870,TAG-870-1,Goat,Merino,2023/08/15 00:00:00,2023/10/15 00:00:00
8692,870,TAG-870-2,Goat,Bonsmara,2020/08/18 00:00:00,2020/10/18 00:00:00
8693,870,TAG-870-3,Sheep,Dorper,2021/09/07 00:00:00,2021/11/07 00:00:00
8694,870,TAG-870-4,Cattle,Dorper,2020/11/15 00:00:00,2021/01/15 00:00:00
8695,870,TAG-870-5,Sheep,Dorper,2023/08/02 00:00:00,2023/10/02 00:00:00
8696,870,TAG-870-6,Cattle,Dorper,2021/07/13 00:00:00,2021/09/13 00:00:00
8697,870,TAG-870-7,Sheep,Bonsmara,2022/11/27 00:00:00,2023/01/27 00:00:00
8698,870,TAG-870-8,Sheep,Nguni,2023/07/26 00:00:00,2023/09/26 00:00:00
8699,870,TAG-870-9,Sheep,Bonsmara,2020/05/15 00:00:00,2020/07/15 00:00:00
8700,870,TAG-870-10,Cattle,Nguni,2022/09/24 00:00:00,2022/11/24 00:00:00
8701,871,TAG-871-1,Goat,Nguni,2022/09/25 00:00:00,2022/11/25 00:00:00
8702,871,TAG-871-2,Sheep,Boer Goat,2021/07/15 00:00:00,2021/09/15 00:00:00
8703,871,TAG-871-3,Sheep,Nguni,2021/02/12 00:00:00,2021/04/12 00:00:00
8704,871,TAG-871-4,Cattle,Dorper,2021/09/08 00:00:00,2021/11/08 00:00:00
8705,871,TAG-871-5,Cattle,Bonsmara,2022/12/16 00:00:00,2023/02/16 00:00:00
8706,871,TAG-871-6,Cattle,Boer Goat,2022/01/08 00:00:00,2022/03/08 00:00:00
8707,871,TAG-871-7,Cattle,Boer Goat,2022/09/06 00:00:00,2022/11/06 00:00:00
8708,871,TAG-871-8,Sheep,Boer Goat,2023/12/12 00:00:00,2024/02/12 00:00:00
8709,871,TAG-871-9,Sheep,Merino,2021/01/06 00:00:00,2021/03/06 00:00:00
8710,871,TAG-871-10,Sheep,Boer Goat,2020/12/23 00:00:00,2021/02/23 00:00:00
8711,872,TAG-872-1,Cattle,Merino,2023/06/19 00:00:00,2023/08/19 00:00:00
8712,872,TAG-872-2,Sheep,Merino,2022/02/21 00:00:00,2022/04/21 00:00:00
8713,872,TAG-872-3,Goat,Bonsmara,2021/04/10 00:00:00,2021/06/10 00:00:00
8714,872,TAG-872-4,Goat,Nguni,2023/12/09 00:00:00,2024/02/09 00:00:00
8715,872,TAG-872-5,Sheep,Bonsmara,2021/04/11 00:00:00,2021/06/11 00:00:00
8716,872,TAG-872-6,Goat,Bonsmara,2022/10/23 00:00:00,2022/12/23 00:00:00
8717,872,TAG-872-7,Sheep,Boer Goat,2022/03/17 00:00:00,2022/05/17 00:00:00
8718,872,TAG-872-8,Goat,Bonsmara,2020/12/26 00:00:00,2021/02/26 00:00:00
8719,872,TAG-872-9,Goat,Nguni,2023/03/17 00:00:00,2023/05/17 00:00:00
8720,872,TAG-872-10,Cattle,Bonsmara,2020/08/20 00:00:00,2020/10/20 00:00:00
8721,873,TAG-873-1,Goat,Dorper,2020/08/12 00:00:00,2020/10/12 00:00:00
8722,873,TAG-873-2,Goat,Bonsmara,2022/01/24 00:00:00,2022/03/24 00:00:00
8723,873,TAG-873-3,Cattle,Dorper,2023/04/06 00:00:00,2023/06/06 00:00:00
8724,873,TAG-873-4,Cattle,Merino,2020/09/14 00:00:00,2020/11/14 00:00:00
8725,873,TAG-873-5,Goat,Boer Goat,2023/12/19 00:00:00,2024/02/19 00:00:00
8726,873,TAG-873-6,Sheep,Merino,2021/09/25 00:00:00,2021/11/25 00:00:00
8727,873,TAG-873-7,Sheep,Merino,2020/01/21 00:00:00,2020/03/21 00:00:00
8728,873,TAG-873-8,Sheep,Bonsmara,2020/10/01 00:00:00,2020/12/01 00:00:00
8729,873,TAG-873-9,Sheep,Dorper,2020/02/09 00:00:00,2020/04/09 00:00:00
8730,873,TAG-873-10,Goat,Dorper,2022/01/12 00:00:00,2022/03/12 00:00:00
8731,874,TAG-874-1,Goat,Dorper,2021/02/16 00:00:00,2021/04/16 00:00:00
8732,874,TAG-874-2,Cattle,Bonsmara,2020/12/21 00:00:00,2021/02/21 00:00:00
8733,874,TAG-874-3,Cattle,Bonsmara,2023/02/02 00:00:00,2023/04/02 00:00:00
8734,874,TAG-874-4,Goat,Bonsmara,2023/07/11 00:00:00,2023/09/11 00:00:00
8735,874,TAG-874-5,Goat,Merino,2021/08/16 00:00:00,2021/10/16 00:00:00
8736,874,TAG-874-6,Sheep,Bonsmara,2022/09/22 00:00:00,2022/11/22 00:00:00
8737,874,TAG-874-7,Sheep,Nguni,2020/04/08 00:00:00,2020/06/08 00:00:00
8738,874,TAG-874-8,Sheep,Merino,2023/06/09 00:00:00,2023/08/09 00:00:00
8739,874,TAG-874-9,Cattle,Bonsmara,2020/01/21 00:00:00,2020/03/21 00:00:00
8740,874,TAG-874-10,Cattle,Nguni,2023/01/06 00:00:00,2023/03/06 00:00:00
8741,875,TAG-875-1,Sheep,Merino,2020/08/22 00:00:00,2020/10/22 00:00:00
8742,875,TAG-875-2,Sheep,Boer Goat,2022/07/04 00:00:00,2022/09/04 00:00:00
8743,875,TAG-875-3,Goat,Merino,2021/03/01 00:00:00,2021/05/01 00:00:00
8744,875,TAG-875-4,Sheep,Dorper,2022/11/04 00:00:00,2023/01/04 00:00:00
8745,875,TAG-875-5,Cattle,Bonsmara,2021/03/17 00:00:00,2021/05/17 00:00:00
8746,875,TAG-875-6,Sheep,Bonsmara,2021/11/09 00:00:00,2022/01/09 00:00:00
8747,875,TAG-875-7,Goat,Bonsmara,2022/06/18 00:00:00,2022/08/18 00:00:00
8748,875,TAG-875-8,Goat,Boer Goat,2022/06/12 00:00:00,2022/08/12 00:00:00
8749,875,TAG-875-9,Goat,Dorper,2021/05/11 00:00:00,2021/07/11 00:00:00
8750,875,TAG-875-10,Sheep,Nguni,2023/01/06 00:00:00,2023/03/06 00:00:00
8751,876,TAG-876-1,Cattle,Dorper,2020/12/08 00:00:00,2021/02/08 00:00:00
8752,876,TAG-876-2,Cattle,Boer Goat,2023/01/16 00:00:00,2023/03/16 00:00:00
8753,876,TAG-876-3,Cattle,Bonsmara,2023/04/12 00:00:00,2023/06/12 00:00:00
8754,876,TAG-876-4,Sheep,Bonsmara,2020/07/11 00:00:00,2020/09/11 00:00:00
8755,876,TAG-876-5,Goat,Merino,2020/06/22 00:00:00,2020/08/22 00:00:00
8756,876,TAG-876-6,Cattle,Dorper,2023/10/04 00:00:00,2023/12/04 00:00:00
8757,876,TAG-876-7,Goat,Bonsmara,2020/09/13 00:00:00,2020/11/13 00:00:00
8758,876,TAG-876-8,Sheep,Dorper,2022/03/12 00:00:00,2022/05/12 00:00:00
8759,876,TAG-876-9,Cattle,Merino,2022/11/09 00:00:00,2023/01/09 00:00:00
8760,876,TAG-876-10,Sheep,Dorper,2020/11/06 00:00:00,2021/01/06 00:00:00
8761,877,TAG-877-1,Cattle,Dorper,2021/08/11 00:00:00,2021/10/11 00:00:00
8762,877,TAG-877-2,Goat,Dorper,2022/02/19 00:00:00,2022/04/19 00:00:00
8763,877,TAG-877-3,Cattle,Nguni,2023/11/10 00:00:00,2024/01/10 00:00:00
8764,877,TAG-877-4,Goat,Nguni,2020/10/22 00:00:00,2020/12/22 00:00:00
8765,877,TAG-877-5,Sheep,Nguni,2023/02/17 00:00:00,2023/04/17 00:00:00
8766,877,TAG-877-6,Cattle,Merino,2021/02/21 00:00:00,2021/04/21 00:00:00
8767,877,TAG-877-7,Cattle,Merino,2020/08/10 00:00:00,2020/10/10 00:00:00
8768,877,TAG-877-8,Sheep,Nguni,2022/04/11 00:00:00,2022/06/11 00:00:00
8769,877,TAG-877-9,Sheep,Dorper,2021/06/21 00:00:00,2021/08/21 00:00:00
8770,877,TAG-877-10,Sheep,Boer Goat,2023/07/03 00:00:00,2023/09/03 00:00:00
8771,878,TAG-878-1,Sheep,Nguni,2020/02/20 00:00:00,2020/04/20 00:00:00
8772,878,TAG-878-2,Sheep,Merino,2021/01/14 00:00:00,2021/03/14 00:00:00
8773,878,TAG-878-3,Cattle,Dorper,2021/06/18 00:00:00,2021/08/18 00:00:00
8774,878,TAG-878-4,Sheep,Merino,2021/07/04 00:00:00,2021/09/04 00:00:00
8775,878,TAG-878-5,Goat,Merino,2023/06/25 00:00:00,2023/08/25 00:00:00
8776,878,TAG-878-6,Sheep,Boer Goat,2021/05/21 00:00:00,2021/07/21 00:00:00
8777,878,TAG-878-7,Goat,Boer Goat,2023/01/21 00:00:00,2023/03/21 00:00:00
8778,878,TAG-878-8,Cattle,Boer Goat,2023/11/17 00:00:00,2024/01/17 00:00:00
8779,878,TAG-878-9,Goat,Bonsmara,2022/10/13 00:00:00,2022/12/13 00:00:00
8780,878,TAG-878-10,Sheep,Bonsmara,2020/11/19 00:00:00,2021/01/19 00:00:00
8781,879,TAG-879-1,Goat,Merino,2020/05/10 00:00:00,2020/07/10 00:00:00
8782,879,TAG-879-2,Cattle,Dorper,2023/03/11 00:00:00,2023/05/11 00:00:00
8783,879,TAG-879-3,Goat,Bonsmara,2023/04/17 00:00:00,2023/06/17 00:00:00
8784,879,TAG-879-4,Sheep,Dorper,2021/08/27 00:00:00,2021/10/27 00:00:00
8785,879,TAG-879-5,Goat,Dorper,2021/11/01 00:00:00,2022/01/01 00:00:00
8786,879,TAG-879-6,Goat,Merino,2020/12/14 00:00:00,2021/02/14 00:00:00
8787,879,TAG-879-7,Cattle,Nguni,2021/08/21 00:00:00,2021/10/21 00:00:00
8788,879,TAG-879-8,Cattle,Bonsmara,2021/09/08 00:00:00,2021/11/08 00:00:00
8789,879,TAG-879-9,Cattle,Boer Goat,2022/06/13 00:00:00,2022/08/13 00:00:00
8790,879,TAG-879-10,Sheep,Boer Goat,2021/03/26 00:00:00,2021/05/26 00:00:00
8791,880,TAG-880-1,Cattle,Nguni,2021/11/26 00:00:00,2022/01/26 00:00:00
8792,880,TAG-880-2,Goat,Merino,2021/05/23 00:00:00,2021/07/23 00:00:00
8793,880,TAG-880-3,Goat,Boer Goat,2023/09/20 00:00:00,2023/11/20 00:00:00
8794,880,TAG-880-4,Goat,Boer Goat,2021/06/10 00:00:00,2021/08/10 00:00:00
8795,880,TAG-880-5,Cattle,Boer Goat,2022/05/23 00:00:00,2022/07/23 00:00:00
8796,880,TAG-880-6,Cattle,Merino,2023/06/22 00:00:00,2023/08/22 00:00:00
8797,880,TAG-880-7,Goat,Nguni,2023/01/21 00:00:00,2023/03/21 00:00:00
8798,880,TAG-880-8,Cattle,Dorper,2022/09/21 00:00:00,2022/11/21 00:00:00
8799,880,TAG-880-9,Sheep,Dorper,2020/11/19 00:00:00,2021/01/19 00:00:00
8800,880,TAG-880-10,Sheep,Nguni,2020/10/22 00:00:00,2020/12/22 00:00:00
8801,881,TAG-881-1,Goat,Merino,2023/10/17 00:00:00,2023/12/17 00:00:00
8802,881,TAG-881-2,Sheep,Nguni,2020/01/24 00:00:00,2020/03/24 00:00:00
8803,881,TAG-881-3,Cattle,Merino,2023/08/17 00:00:00,2023/10/17 00:00:00
8804,881,TAG-881-4,Goat,Bonsmara,2023/12/10 00:00:00,2024/02/10 00:00:00
8805,881,TAG-881-5,Goat,Boer Goat,2022/09/08 00:00:00,2022/11/08 00:00:00
8806,881,TAG-881-6,Cattle,Boer Goat,2023/09/03 00:00:00,2023/11/03 00:00:00
8807,881,TAG-881-7,Cattle,Bonsmara,2020/08/24 00:00:00,2020/10/24 00:00:00
8808,881,TAG-881-8,Sheep,Nguni,2020/06/07 00:00:00,2020/08/07 00:00:00
8809,881,TAG-881-9,Sheep,Dorper,2022/11/01 00:00:00,2023/01/01 00:00:00
8810,881,TAG-881-10,Cattle,Nguni,2021/04/18 00:00:00,2021/06/18 00:00:00
8811,882,TAG-882-1,Cattle,Merino,2020/06/06 00:00:00,2020/08/06 00:00:00
8812,882,TAG-882-2,Cattle,Bonsmara,2020/07/03 00:00:00,2020/09/03 00:00:00
8813,882,TAG-882-3,Goat,Dorper,2021/11/16 00:00:00,2022/01/16 00:00:00
8814,882,TAG-882-4,Cattle,Merino,2021/09/12 00:00:00,2021/11/12 00:00:00
8815,882,TAG-882-5,Goat,Nguni,2021/08/15 00:00:00,2021/10/15 00:00:00
8816,882,TAG-882-6,Goat,Bonsmara,2022/09/09 00:00:00,2022/11/09 00:00:00
8817,882,TAG-882-7,Cattle,Nguni,2022/01/23 00:00:00,2022/03/23 00:00:00
8818,882,TAG-882-8,Sheep,Bonsmara,2023/06/18 00:00:00,2023/08/18 00:00:00
8819,882,TAG-882-9,Cattle,Bonsmara,2022/05/27 00:00:00,2022/07/27 00:00:00
8820,882,TAG-882-10,Sheep,Bonsmara,2022/04/14 00:00:00,2022/06/14 00:00:00
8821,883,TAG-883-1,Sheep,Bonsmara,2022/11/10 00:00:00,2023/01/10 00:00:00
8822,883,TAG-883-2,Cattle,Bonsmara,2021/11/17 00:00:00,2022/01/17 00:00:00
8823,883,TAG-883-3,Goat,Boer Goat,2021/03/16 00:00:00,2021/05/16 00:00:00
8824,883,TAG-883-4,Cattle,Nguni,2021/01/09 00:00:00,2021/03/09 00:00:00
8825,883,TAG-883-5,Goat,Dorper,2023/01/19 00:00:00,2023/03/19 00:00:00
8826,883,TAG-883-6,Sheep,Boer Goat,2023/09/15 00:00:00,2023/11/15 00:00:00
8827,883,TAG-883-7,Sheep,Nguni,2021/03/09 00:00:00,2021/05/09 00:00:00
8828,883,TAG-883-8,Goat,Bonsmara,2022/09/01 00:00:00,2022/11/01 00:00:00
8829,883,TAG-883-9,Cattle,Boer Goat,2023/10/13 00:00:00,2023/12/13 00:00:00
8830,883,TAG-883-10,Sheep,Boer Goat,2021/10/13 00:00:00,2021/12/13 00:00:00
8831,884,TAG-884-1,Sheep,Dorper,2022/12/05 00:00:00,2023/02/05 00:00:00
8832,884,TAG-884-2,Sheep,Bonsmara,2022/03/20 00:00:00,2022/05/20 00:00:00
8833,884,TAG-884-3,Sheep,Boer Goat,2022/05/19 00:00:00,2022/07/19 00:00:00
8834,884,TAG-884-4,Goat,Merino,2020/11/20 00:00:00,2021/01/20 00:00:00
8835,884,TAG-884-5,Goat,Boer Goat,2022/01/21 00:00:00,2022/03/21 00:00:00
8836,884,TAG-884-6,Goat,Merino,2020/08/19 00:00:00,2020/10/19 00:00:00
8837,884,TAG-884-7,Goat,Bonsmara,2020/03/21 00:00:00,2020/05/21 00:00:00
8838,884,TAG-884-8,Cattle,Merino,2021/01/13 00:00:00,2021/03/13 00:00:00
8839,884,TAG-884-9,Sheep,Nguni,2022/12/01 00:00:00,2023/02/01 00:00:00
8840,884,TAG-884-10,Sheep,Nguni,2022/02/17 00:00:00,2022/04/17 00:00:00
8841,885,TAG-885-1,Cattle,Bonsmara,2021/01/01 00:00:00,2021/03/01 00:00:00
8842,885,TAG-885-2,Goat,Bonsmara,2022/03/16 00:00:00,2022/05/16 00:00:00
8843,885,TAG-885-3,Goat,Merino,2020/07/11 00:00:00,2020/09/11 00:00:00
8844,885,TAG-885-4,Cattle,Dorper,2021/07/02 00:00:00,2021/09/02 00:00:00
