HealthRecordID,LivestockID,CheckDate,Notes,Treatment
8833,8833,2022/11/19 00:00:00,Vaccination administered; no side effects.,Anti-inflammatory Injection
8834,8834,2021/05/20 00:00:00,Minor cut observed on front leg.,Vitamin B12 Injection
8835,8835,2022/07/21 00:00:00,Vaccination administered; no side effects.,Foot Rot Treatment
8836,8836,2021/02/19 00:00:00,Increased weight gain; healthy condition.,Tick and Flea Dip
8837,8837,2020/09/21 00:00:00,Minor infection treated; under observation.,Vitamin B12 Injection
8838,8838,2021/07/13 00:00:00,Wound from fencing; disinfected and bandaged.,Electrolytes Added to Water
8839,8839,2023/06/01 00:00:00,Exhibiting signs of heat stress.,Fly Repellent Spray
8840,8840,2022/08/17 00:00:00,Loss of appetite for 2 days.,Vaccination (Anthrax)
8841,8841,2021/07/01 00:00:00,Mild coughing; vitamin booster given.,Fly Repellent Spray
8842,8842,2022/09/16 00:00:00,Vaccination administered; no side effects.,Vaccination (Anthrax)
8843,8843,2021/01/11 00:00:00,Minor infection treated; under observation.,Tick and Flea Dip
8844,8844,2022/01/02 00:00:00,Hoof trimmed and cleaned.,Vaccination (Anthrax)
8845,8845,2020/12/20 00:00:00,Hoof trimmed and cleaned.,Electrolytes Added to Water
8846,8846,2022/07/25 00:00:00,Increased weight gain; healthy condition.,Tick and Flea Dip
8847,8847,2024/06/27 00:00:00,Hoof trimmed and cleaned.,Vaccination (Anthrax)
8848,8848,2020/09/16 00:00:00,Mild coughing; vitamin booster given.,Multivitamin Supplement
8849,8849,2020/12/22 00:00:00,Routine check-up; all vitals normal.,Anti-inflammatory Injection
8850,8850,2021/01/16 00:00:00,Vaccination administered; no side effects.,Antibiotics (Oxytetracycline)
8851,8851,2020/07/10 00:00:00,Mild coughing; vitamin booster given.,Foot Rot Treatment
8852,8852,2020/11/26 00:00:00,Loss of appetite for 2 days.,Antibiotics (Oxytetracycline)
8853,8853,2022/10/01 00:00:00,Minor cut observed on front leg.,Vaccination (Anthrax)
8854,8854,2021/01/05 00:00:00,Routine check-up; all vitals normal.,Vaccination (Anthrax)
8855,8855,2021/06/06 00:00:00,Vaccination administered; no side effects.,Multivitamin Supplement
8856,8856,2023/02/14 00:00:00,Increased weight gain; healthy condition.,Deworming
8857,8857,2020/12/16 00:00:00,Increased weight gain; healthy condition.,Multivitamin Supplement
8858,8858,2024/02/05 00:00:00,Routine check-up; all vitals normal.,Tick and Flea Dip
8859,8859,2023/10/11 00:00:00,Loss of appetite for 2 days.,Antibiotics (Oxytetracycline)
8860,8860,2023/12/21 00:00:00,Exhibiting signs of heat stress.,Vitamin B12 Injection
8861,8861,2021/11/07 00:00:00,Minor cut observed on front leg.,Multivitamin Supplement
8862,8862,2021/05/05 00:00:00,Loss of appetite for 2 days.,Multivitamin Supplement
8863,8863,2022/05/07 00:00:00,Hoof trimmed and cleaned.,Antibiotics (Oxytetracycline)
8864,8864,2021/03/27 00:00:00,Minor infection treated; under observation.,Electrolytes Added to Water
8865,8865,2021/11/26 00:00:00,Vaccination administered; no side effects.,Tick and Flea Dip
8866,8866,2024/02/11 00:00:00,Hoof trimmed and cleaned.,Foot Rot Treatment
8867,8867,2022/05/06 00:00:00,Loss of appetite for 2 days.,Anti-inflammatory Injection
8868,8868,2022/09/15 00:00:00,Hoof trimmed and cleaned.,Tick and Flea Dip
8869,8869,2023/12/01 00:00:00,Vaccination administered; no side effects.,Vitamin B12 Injection
8870,8870,2023/07/08 00:00:00,Minor infection treated; under observation.,Electrolytes Added to Water
8871,8871,2020/12/08 00:00:00,Loss of appetite for 2 days.,Antibiotics (Oxytetracycline)
8872,8872,2020/12/27 00:00:00,Minor cut observed on front leg.,Tick and Flea Dip
8873,8873,2022/01/12 00:00:00,Loss of appetite for 2 days.,Multivitamin Supplement
8874,8874,2023/02/21 00:00:00,Mild coughing; vitamin booster given.,Tick and Flea Dip
8875,8875,2023/09/07 00:00:00,Minor infection treated; under observation.,Foot Rot Treatment
8876,8876,2020/11/01 00:00:00,Loss of appetite for 2 days.,Fly Repellent Spray
8877,8877,2023/10/15 00:00:00,Increased weight gain; healthy condition.,Tick and Flea Dip
8878,8878,2024/02/25 00:00:00,Minor cut observed on front leg.,Antibiotics (Oxytetracycline)
8879,8879,2021/09/26 00:00:00,Minor cut observed on front leg.,Fly Repellent Spray
8880,8880,2021/07/19 00:00:00,Vaccination administered; no side effects.,Electrolytes Added to Water
8881,8881,2021/10/18 00:00:00,Routine check-up; all vitals normal.,Antibiotics (Oxytetracycline)
8882,8882,2023/09/10 00:00:00,Minor cut observed on front leg.,Deworming
8883,8883,2022/12/11 00:00:00,Increased weight gain; healthy condition.,Antibiotics (Oxytetracycline)
8884,8884,2021/06/01 00:00:00,Hoof trimmed and cleaned.,Vaccination (Anthrax)
8885,8885,2024/03/03 00:00:00,Increased weight gain; healthy condition.,Fly Repellent Spray
8886,8886,2022/10/24 00:00:00,Hoof trimmed and cleaned.,Vitamin B12 Injection
8887,8887,2024/03/04 00:00:00,Mild coughing; vitamin booster given.,Foot Rot Treatment
8888,8888,2023/03/26 00:00:00,Wound from fencing; disinfected and bandaged.,Electrolytes Added to Water
8889,8889,2022/10/21 00:00:00,Exhibiting signs of heat stress.,Anti-inflammatory Injection
8890,8890,2024/04/23 00:00:00,Exhibiting signs of heat stress.,Antibiotics (Oxytetracycline)
8891,8891,2021/07/01 00:00:00,Minor infection treated; under observation.,Antibiotics (Oxytetracycline)
8892,8892,2022/09/14 00:00:00,Loss of appetite for 2 days.,Deworming
8893,8893,2022/11/15 00:00:00,Minor cut observed on front leg.,Vitamin B12 Injection
8894,8894,2020/10/01 00:00:00,Mild coughing; vitamin booster given.,Anti-inflammatory Injection
8895,8895,2021/07/02 00:00:00,Hoof trimmed and cleaned.,Multivitamin Supplement
8896,8896,2023/06/05 00:00:00,Loss of appetite for 2 days.,Fly Repellent Spray
8897,8897,2023/12/26 00:00:00,Mild coughing; vitamin booster given.,Fly Repellent Spray
8898,8898,2024/03/11 00:00:00,Mild coughing; vitamin booster given.,Deworming
8899,8899,2021/09/09 00:00:00,Routine check-up; all vitals normal.,Vitamin B12 Injection
8900,8900,2022/03/07 00:00:00,Mild coughing; vitamin booster given.,Deworming
8901,8901,2023/04/24 00:00:00,Mild coughing; vitamin booster given.,Deworming
8902,8902,2022/06/03 00:00:00,Increased weight gain; healthy condition.,Electrolytes Added to Water
8903,8903,2022/07/01 00:00:00,Minor infection treated; under observation.,Vitamin B12 Injection
8904,8904,2020/11/19 00:00:00,Routine check-up; all vitals normal.,Antibiotics (Oxytetracycline)
8905,8905,2022/05/24 00:00:00,Vaccination administered; no side effects.,Antibiotics (Oxytetracycline)
8906,8906,2022/03/21 00:00:00,Wound from fencing; disinfected and bandaged.,Vitamin B12 Injection
8907,8907,2024/03/01 00:00:00,Vaccination administered; no side effects.,Vitamin B12 Injection
8908,8908,2021/01/24 00:00:00,Loss of appetite for 2 days.,Electrolytes Added to Water
8909,8909,2021/01/07 00:00:00,Wound from fencing; disinfected and bandaged.,Vitamin B12 Injection
8910,8910,2021/08/22 00:00:00,Wound from fencing; disinfected and bandaged.,Multivitamin Supplement
8911,8911,2023/07/24 00:00:00,Vaccination administered; no side effects.,Electrolytes Added to Water
8912,8912,2023/06/11 00:00:00,Hoof trimmed and cleaned.,Vitamin B12 Injection
8913,8913,2023/09/10 00:00:00,Vaccination administered; no side effects.,Deworming
8914,8914,2023/07/04 00:00:00,Vaccination administered; no side effects.,Anti-inflammatory Injection
8915,8915,2023/01/10 00:00:00,Increased weight gain; healthy condition.,Anti-inflammatory Injection
8916,8916,2024/03/11 00:00:00,Hoof trimmed and cleaned.,Vitamin B12 Injection
8917,8917,2021/05/09 00:00:00,Loss of appetite for 2 days.,Antibiotics (Oxytetracycline)
8918,8918,2024/05/19 00:00:00,Minor infection treated; under observation.,Multivitamin Supplement
8919,8919,2020/09/08 00:00:00,Minor infection treated; under observation.,Tick and Flea Dip
8920,8920,2023/09/10 00:00:00,Vaccination administered; no side effects.,Deworming
8921,8921,2021/07/24 00:00:00,Routine check-up; all vitals normal.,Multivitamin Supplement
8922,8922,2022/03/06 00:00:00,Vaccination administered; no side effects.,Vaccination (Anthrax)
8923,8923,2024/01/21 00:00:00,Minor infection treated; under observation.,Deworming
8924,8924,2024/05/14 00:00:00,Exhibiting signs of heat stress.,Multivitamin Supplement
8925,8925,2020/11/14 00:00:00,Vaccination administered; no side effects.,Anti-inflammatory Injection
8926,8926,2021/09/08 00:00:00,Routine check-up; all vitals normal.,Electrolytes Added to Water
8927,8927,2022/11/16 00:00:00,Minor cut observed on front leg.,Vitamin B12 Injection
8928,8928,2020/07/19 00:00:00,Minor infection treated; under observation.,Electrolytes Added to Water
8929,8929,2021/03/05 00:00:00,Minor cut observed on front leg.,Multivitamin Supplement
8930,8930,2022/12/21 00:00:00,Exhibiting signs of heat stress.,Foot Rot Treatment
8931,8931,2024/03/22 00:00:00,Mild coughing; vitamin booster given.,Deworming
8932,8932,2024/01/22 00:00:00,Minor infection treated; under observation.,Multivitamin Supplement
8933,8933,2020/12/13 00:00:00,Exhibiting signs of heat stress.,Fly Repellent Spray
8934,8934,2023/06/01 00:00:00,Wound from fencing; disinfected and bandaged.,Vitamin B12 Injection
8935,8935,2023/09/27 00:00:00,Increased weight gain; healthy condition.,Fly Repellent Spray
8936,8936,2021/09/07 00:00:00,Exhibiting signs of heat stress.,Multivitamin Supplement
8937,8937,2020/12/10 00:00:00,Mild coughing; vitamin booster given.,Anti-inflammatory Injection
8938,8938,2024/01/18 00:00:00,Vaccination administered; no side effects.,Electrolytes Added to Water
8939,8939,2022/09/20 00:00:00,Vaccination administered; no side effects.,Antibiotics (Oxytetracycline)
8940,8940,2022/09/18 00:00:00,Minor infection treated; under observation.,Foot Rot Treatment
8941,8941,2022/12/03 00:00:00,Mild coughing; vitamin booster given.,Electrolytes Added to Water
8942,8942,2023/03/07 00:00:00,Minor infection treated; under observation.,Fly Repellent Spray
8943,8943,2022/10/19 00:00:00,Hoof trimmed and cleaned.,Deworming
8944,8944,2022/08/22 00:00:00,Routine check-up; all vitals normal.,Deworming
8945,8945,2020/11/04 00:00:00,Mild coughing; vitamin booster given.,Fly Repellent Spray
8946,8946,2022/12/09 00:00:00,Exhibiting signs of heat stress.,Deworming
8947,8947,2021/01/22 00:00:00,Routine check-up; all vitals normal.,Anti-inflammatory Injection
8948,8948,2022/11/13 00:00:00,Loss of appetite for 2 days.,Deworming
8949,8949,2020/10/12 00:00:00,Routine check-up; all vitals normal.,Anti-inflammatory Injection
8950,8950,2021/01/26 00:00:00,Loss of appetite for 2 days.,Electrolytes Added to Water
8951,8951,2022/12/06 00:00:00,Routine check-up; all vitals normal.,Vitamin B12 Injection
8952,8952,2020/10/08 00:00:00,Wound from fencing; disinfected and bandaged.,Fly Repellent Spray
8953,8953,2021/12/12 00:00:00,Minor infection treated; under observation.,Multivitamin Supplement
8954,8954,2020/12/24 00:00:00,Routine check-up; all vitals normal.,Antibiotics (Oxytetracycline)
8955,8955,2022/02/10 00:00:00,Increased weight gain; healthy condition.,Fly Repellent Spray
8956,8956,2024/06/22 00:00:00,Vaccination administered; no side effects.,Anti-inflammatory Injection
8957,8957,2021/01/13 00:00:00,Wound from fencing; disinfected and bandaged.,Anti-inflammatory Injection
8958,8958,2022/10/10 00:00:00,Mild coughing; vitamin booster given.,Electrolytes Added to Water
8959,8959,2021/08/03 00:00:00,Minor infection treated; under observation.,Fly Repellent Spray
8960,8960,2023/05/07 00:00:00,Mild coughing; vitamin booster given.,Tick and Flea Dip
8961,8961,2023/03/23 00:00:00,Mild coughing; vitamin booster given.,Electrolytes Added to Water
8962,8962,2023/07/04 00:00:00,Vaccination administered; no side effects.,Electrolytes Added to Water
8963,8963,2021/12/16 00:00:00,Exhibiting signs of heat stress.,Antibiotics (Oxytetracycline)
8964,8964,2023/06/19 00:00:00,Minor infection treated; under observation.,Fly Repellent Spray
8965,8965,2023/08/08 00:00:00,Increased weight gain; healthy condition.,Foot Rot Treatment
8966,8966,2022/01/16 00:00:00,Hoof trimmed and cleaned.,Foot Rot Treatment
8967,8967,2024/03/24 00:00:00,Routine check-up; all vitals normal.,Vaccination (Anthrax)
8968,8968,2022/03/22 00:00:00,Exhibiting signs of heat stress.,Multivitamin Supplement
8969,8969,2022/09/21 00:00:00,Wound from fencing; disinfected and bandaged.,Fly Repellent Spray
8970,8970,2024/01/02 00:00:00,Minor cut observed on front leg.,Antibiotics (Oxytetracycline)
8971,8971,2022/09/15 00:00:00,Wound from fencing; disinfected and bandaged.,Electrolytes Added to Water
8972,8972,2022/12/05 00:00:00,Exhibiting signs of heat stress.,Deworming
8973,8973,2021/12/04 00:00:00,Exhibiting signs of heat stress.,Tick and Flea Dip
8974,8974,2023/02/22 00:00:00,Routine check-up; all vitals normal.,Deworming
8975,8975,2020/09/17 00:00:00,Loss of appetite for 2 days.,Foot Rot Treatment
8976,8976,2022/11/02 00:00:00,Vaccination administered; no side effects.,Antibiotics (Oxytetracycline)
8977,8977,2023/01/12 00:00:00,Loss of appetite for 2 days.,Electrolytes Added to Water
8978,8978,2022/08/18 00:00:00,Minor cut observed on front leg.,Vitamin B12 Injection
8979,8979,2024/01/01 00:00:00,Mild coughing; vitamin booster given.,Deworming
8980,8980,2020/07/10 00:00:00,Exhibiting signs of heat stress.,Antibiotics (Oxytetracycline)
8981,8981,2022/03/15 00:00:00,Routine check-up; all vitals normal.,Tick and Flea Dip
8982,8982,2022/02/10 00:00:00,Minor infection treated; under observation.,Antibiotics (Oxytetracycline)
8983,8983,2020/11/20 00:00:00,Hoof trimmed and cleaned.,Anti-inflammatory Injection
8984,8984,2023/07/12 00:00:00,Wound from fencing; disinfected and bandaged.,Antibiotics (Oxytetracycline)
8985,8985,2022/06/03 00:00:00,Minor infection treated; under observation.,Vitamin B12 Injection
8986,8986,2022/09/25 00:00:00,Hoof trimmed and cleaned.,Fly Repellent Spray
8987,8987,2022/07/11 00:00:00,Increased weight gain; healthy condition.,Foot Rot Treatment
8988,8988,2021/06/13 00:00:00,Vaccination administered; no side effects.,Electrolytes Added to Water
8989,8989,2021/04/15 00:00:00,Minor infection treated; under observation.,Foot Rot Treatment
8990,8990,2023/04/07 00:00:00,Minor infection treated; under observation.,Anti-inflammatory Injection
8991,8991,2021/02/13 00:00:00,Loss of appetite for 2 days.,Foot Rot Treatment
8992,8992,2022/02/26 00:00:00,Minor infection treated; under observation.,Antibiotics (Oxytetracycline)
8993,8993,2022/03/09 00:00:00,Routine check-up; all vitals normal.,Vaccination (Anthrax)
8994,8994,2021/06/25 00:00:00,Loss of appetite for 2 days.,Vitamin B12 Injection
8995,8995,2024/02/02 00:00:00,Minor infection treated; under observation.,Vitamin B12 Injection
8996,8996,2022/12/19 00:00:00,Hoof trimmed and cleaned.,Anti-inflammatory Injection
8997,8997,2023/05/24 00:00:00,Exhibiting signs of heat stress.,Electrolytes Added to Water
8998,8998,2024/01/15 00:00:00,Minor cut observed on front leg.,Vaccination (Anthrax)
8999,8999,2021/07/23 00:00:00,Loss of appetite for 2 days.,Vitamin B12 Injection
9000,9000,2021/12/13 00:00:00,Minor cut observed on front leg.,Tick and Flea Dip
9001,9001,2023/05/07 00:00:00,Vaccination administered; no side effects.,Fly Repellent Spray
9002,9002,2022/02/16 00:00:00,Vaccination administered; no side effects.,Deworming
9003,9003,2024/06/04 00:00:00,Minor infection treated; under observation.,Vaccination (Anthrax)
9004,9004,2022/04/17 00:00:00,Minor infection treated; under observation.,Fly Repellent Spray
9005,9005,2022/11/08 00:00:00,Exhibiting signs of heat stress.,Antibiotics (Oxytetracycline)
9006,9006,2024/04/11 00:00:00,Increased weight gain; healthy condition.,Tick and Flea Dip
9007,9007,2021/06/02 00:00:00,Minor infection treated; under observation.,Foot Rot Treatment
9008,9008,2024/03/13 00:00:00,Routine check-up; all vitals normal.,Multivitamin Supplement
9009,9009,2022/06/12 00:00:00,Mild coughing; vitamin booster given.,Tick and Flea Dip
9010,9010,2022/05/23 00:00:00,Minor cut observed on front leg.,Vitamin B12 Injection
9011,9011,2023/05/11 00:00:00,Mild coughing; vitamin booster given.,Fly Repellent Spray
9012,9012,2021/02/20 00:00:00,Mild coughing; vitamin booster given.,Foot Rot Treatment
9013,9013,2022/09/11 00:00:00,Exhibiting signs of heat stress.,Anti-inflammatory Injection
9014,9014,2024/05/24 00:00:00,Vaccination administered; no side effects.,Fly Repellent Spray
9015,9015,2022/10/08 00:00:00,Loss of appetite for 2 days.,Electrolytes Added to Water
9016,9016,2023/06/04 00:00:00,Increased weight gain; healthy condition.,Tick and Flea Dip
9017,9017,2024/06/21 00:00:00,Loss of appetite for 2 days.,Vitamin B12 Injection
9018,9018,2022/01/05 00:00:00,Minor infection treated; under observation.,Foot Rot Treatment
9019,9019,2021/06/08 00:00:00,Wound from fencing; disinfected and bandaged.,Foot Rot Treatment
9020,9020,2021/01/17 00:00:00,Increased weight gain; healthy condition.,Tick and Flea Dip
9021,9021,2022/07/25 00:00:00,Routine check-up; all vitals normal.,Foot Rot Treatment
9022,9022,2022/02/24 00:00:00,Mild coughing; vitamin booster given.,Tick and Flea Dip
9023,9023,2022/01/22 00:00:00,Vaccination administered; no side effects.,Foot Rot Treatment
9024,9024,2022/12/13 00:00:00,Exhibiting signs of heat stress.,Anti-inflammatory Injection
9025,9025,2022/03/16 00:00:00,Hoof trimmed and cleaned.,Vaccination (Anthrax)
9026,9026,2023/07/14 00:00:00,Hoof trimmed and cleaned.,Anti-inflammatory Injection
9027,9027,2020/11/09 00:00:00,Wound from fencing; disinfected and bandaged.,Deworming
9028,9028,2023/07/09 00:00:00,Increased weight gain; healthy condition.,Vaccination (Anthrax)
9029,9029,2024/03/18 00:00:00,Routine check-up; all vitals normal.,Deworming
9030,9030,2022/09/24 00:00:00,Mild coughing; vitamin booster given.,Vaccination (Anthrax)
9031,9031,2023/08/15 00:00:00,Loss of appetite for 2 days.,Electrolytes Added to Water
9032,9032,2023/12/21 00:00:00,Vaccination administered; no side effects.,Multivitamin Supplement
9033,9033,2020/07/07 00:00:00,Minor infection treated; under observation.,Antibiotics (Oxytetracycline)
9034,9034,2023/09/15 00:00:00,Routine check-up; all vitals normal.,Tick and Flea Dip
9035,9035,2022/08/01 00:00:00,Hoof trimmed and cleaned.,Multivitamin Supplement
9036,9036,2022/08/15 00:00:00,Increased weight gain; healthy condition.,Antibiotics (Oxytetracycline)
9037,9037,2022/09/10 00:00:00,Mild coughing; vitamin booster given.,Electrolytes Added to Water
9038,9038,2024/05/13 00:00:00,Routine check-up; all vitals normal.,Antibiotics (Oxytetracycline)
9039,9039,2021/10/24 00:00:00,Wound from fencing; disinfected and bandaged.,Tick and Flea Dip
9040,9040,2022/12/10 00:00:00,Wound from fencing; disinfected and bandaged.,Electrolytes Added to Water
9041,9041,2022/02/17 00:00:00,Minor infection treated; under observation.,Foot Rot Treatment
9042,9042,2022/08/26 00:00:00,Hoof trimmed and cleaned.,Vaccination (Anthrax)
9043,9043,2023/05/04 00:00:00,Wound from fencing; disinfected and bandaged.,Fly Repellent Spray
9044,9044,2021/03/23 00:00:00,Exhibiting signs of heat stress.,Antibiotics (Oxytetracycline)
9045,9045,2021/03/16 00:00:00,Vaccination administered; no side effects.,Electrolytes Added to Water
9046,9046,2021/10/10 00:00:00,Vaccination administered; no side effects.,Anti-inflammatory Injection
9047,9047,2021/04/21 00:00:00,Mild coughing; vitamin booster given.,Deworming
9048,9048,2024/01/24 00:00:00,Minor cut observed on front leg.,Antibiotics (Oxytetracycline)
9049,9049,2024/05/22 00:00:00,Wound from fencing; disinfected and bandaged.,Antibiotics (Oxytetracycline)
9050,9050,2022/08/19 00:00:00,Mild coughing; vitamin booster given.,Antibiotics (Oxytetracycline)
9051,9051,2024/02/13 00:00:00,Vaccination administered; no side effects.,Deworming
9052,9052,2023/07/19 00:00:00,Routine check-up; all vitals normal.,Tick and Flea Dip
9053,9053,2022/03/17 00:00:00,Wound from fencing; disinfected and bandaged.,Vaccination (Anthrax)
9054,9054,2023/08/05 00:00:00,Minor cut observed on front leg.,Vitamin B12 Injection
9055,9055,2022/05/01 00:00:00,Wound from fencing; disinfected and bandaged.,Foot Rot Treatment
9056,9056,2021/06/07 00:00:00,Mild coughing; vitamin booster given.,Fly Repellent Spray
9057,9057,2022/01/22 00:00:00,Minor cut observed on front leg.,Electrolytes Added to Water
9058,9058,2022/10/07 00:00:00,Routine check-up; all vitals normal.,Electrolytes Added to Water
9059,9059,2024/05/16 00:00:00,Routine check-up; all vitals normal.,Electrolytes Added to Water
9060,9060,2020/10/19 00:00:00,Increased weight gain; healthy condition.,Electrolytes Added to Water
9061,9061,2022/06/10 00:00:00,Wound from fencing; disinfected and bandaged.,Electrolytes Added to Water
9062,9062,2021/02/11 00:00:00,Wound from fencing; disinfected and bandaged.,Deworming
9063,9063,2024/04/10 00:00:00,Minor cut observed on front leg.,Fly Repellent Spray
9064,9064,2024/06/13 00:00:00,Vaccination administered; no side effects.,Fly Repellent Spray
9065,9065,2023/06/24 00:00:00,Increased weight gain; healthy condition.,Electrolytes Added to Water
9066,9066,2022/10/09 00:00:00,Loss of appetite for 2 days.,Fly Repellent Spray
9067,9067,2023/09/08 00:00:00,Minor infection treated; under observation.,Fly Repellent Spray
9068,9068,2021/09/13 00:00:00,Vaccination administered; no side effects.,Multivitamin Supplement
9069,9069,2021/05/03 00:00:00,Exhibiting signs of heat stress.,Multivitamin Supplement
9070,9070,2021/01/24 00:00:00,Increased weight gain; healthy condition.,Tick and Flea Dip
9071,9071,2021/04/03 00:00:00,Minor infection treated; under observation.,Antibiotics (Oxytetracycline)
9072,9072,2021/08/02 00:00:00,Loss of appetite for 2 days.,Deworming
9073,9073,2023/10/19 00:00:00,Minor cut observed on front leg.,Fly Repellent Spray
9074,9074,2023/01/18 00:00:00,Mild coughing; vitamin booster given.,Anti-inflammatory Injection
9075,9075,2022/12/02 00:00:00,Wound from fencing; disinfected and bandaged.,Antibiotics (Oxytetracycline)
9076,9076,2024/04/02 00:00:00,Minor cut observed on front leg.,Vitamin B12 Injection
9077,9077,2020/11/15 00:00:00,Increased weight gain; healthy condition.,Anti-inflammatory Injection
9078,9078,2020/08/02 00:00:00,Loss of appetite for 2 days.,Vaccination (Anthrax)
9079,9079,2020/09/12 00:00:00,Minor cut observed on front leg.,Deworming
9080,9080,2023/09/08 00:00:00,Minor cut observed on front leg.,Antibiotics (Oxytetracycline)
9081,9081,2023/05/11 00:00:00,Minor cut observed on front leg.,Foot Rot Treatment
9082,9082,2023/04/01 00:00:00,Vaccination administered; no side effects.,Deworming
9083,9083,2022/07/26 00:00:00,Minor cut observed on front leg.,Anti-inflammatory Injection
9084,9084,2022/03/15 00:00:00,Minor cut observed on front leg.,Foot Rot Treatment
9085,9085,2021/12/23 00:00:00,Vaccination administered; no side effects.,Foot Rot Treatment
9086,9086,2021/07/22 00:00:00,Vaccination administered; no side effects.,Foot Rot Treatment
9087,9087,2023/01/25 00:00:00,Minor cut observed on front leg.,Antibiotics (Oxytetracycline)
9088,9088,2020/07/09 00:00:00,Exhibiting signs of heat stress.,Vaccination (Anthrax)
9089,9089,2021/08/15 00:00:00,Minor infection treated; under observation.,Electrolytes Added to Water
9090,9090,2020/09/19 00:00:00,Wound from fencing; disinfected and bandaged.,Tick and Flea Dip
9091,9091,2021/03/15 00:00:00,Wound from fencing; disinfected and bandaged.,Multivitamin Supplement
9092,9092,2020/08/18 00:00:00,Mild coughing; vitamin booster given.,Foot Rot Treatment
9093,9093,2023/06/17 00:00:00,Increased weight gain; healthy condition.,Deworming
9094,9094,2020/08/14 00:00:00,Routine check-up; all vitals normal.,Vaccination (Anthrax)
9095,9095,2021/11/08 00:00:00,Vaccination administered; no side effects.,Electrolytes Added to Water
9096,9096,2022/06/04 00:00:00,Vaccination administered; no side effects.,Antibiotics (Oxytetracycline)
9097,9097,2020/11/19 00:00:00,Exhibiting signs of heat stress.,Foot Rot Treatment
9098,9098,2023/07/11 00:00:00,Loss of appetite for 2 days.,Deworming
9099,9099,2020/11/14 00:00:00,Mild coughing; vitamin booster given.,Antibiotics (Oxytetracycline)
9100,9100,2022/01/27 00:00:00,Hoof trimmed and cleaned.,Vitamin B12 Injection
9101,9101,2021/03/18 00:00:00,Increased weight gain; healthy condition.,Tick and Flea Dip
9102,9102,2022/11/05 00:00:00,Vaccination administered; no side effects.,Multivitamin Supplement
9103,9103,2021/06/26 00:00:00,Hoof trimmed and cleaned.,Fly Repellent Spray
9104,9104,2021/10/14 00:00:00,Routine check-up; all vitals normal.,Tick and Flea Dip
9105,9105,2021/04/06 00:00:00,Minor infection treated; under observation.,Vaccination (Anthrax)
9106,9106,2024/05/14 00:00:00,Routine check-up; all vitals normal.,Antibiotics (Oxytetracycline)
9107,9107,2024/06/26 00:00:00,Minor cut observed on front leg.,Electrolytes Added to Water
9108,9108,2022/03/16 00:00:00,Exhibiting signs of heat stress.,Multivitamin Supplement
9109,9109,2023/05/06 00:00:00,Mild coughing; vitamin booster given.,Deworming
9110,9110,2020/12/25 00:00:00,Exhibiting signs of heat stress.,Vitamin B12 Injection
9111,9111,2023/07/08 00:00:00,Wound from fencing; disinfected and bandaged.,Foot Rot Treatment
9112,9112,2022/01/10 00:00:00,Wound from fencing; disinfected and bandaged.,Vaccination (Anthrax)
9113,9113,2024/05/13 00:00:00,Wound from fencing; disinfected and bandaged.,Antibiotics (Oxytetracycline)
9114,9114,2020/07/05 00:00:00,Routine check-up; all vitals normal.,Vaccination (Anthrax)
9115,9115,2023/03/09 00:00:00,Routine check-up; all vitals normal.,Antibiotics (Oxytetracycline)
9116,9116,2021/01/20 00:00:00,Hoof trimmed and cleaned.,Tick and Flea Dip
9117,9117,2023/06/25 00:00:00,Wound from fencing; disinfected and bandaged.,Fly Repellent Spray
9118,9118,2024/03/10 00:00:00,Mild coughing; vitamin booster given.,Vaccination (Anthrax)
9119,9119,2023/10/14 00:00:00,Minor cut observed on front leg.,Vitamin B12 Injection
9120,9120,2022/12/03 00:00:00,Minor infection treated; under observation.,Anti-inflammatory Injection
9121,9121,2020/10/13 00:00:00,Wound from fencing; disinfected and bandaged.,Fly Repellent Spray
9122,9122,2022/03/23 00:00:00,Minor cut observed on front leg.,Electrolytes Added to Water
9123,9123,2023/04/18 00:00:00,Mild coughing; vitamin booster given.,Antibiotics (Oxytetracycline)
9124,9124,2024/06/03 00:00:00,Minor cut observed on front leg.,Multivitamin Supplement
9125,9125,2023/03/09 00:00:00,Minor cut observed on front leg.,Vaccination (Anthrax)
9126,9126,2021/09/04 00:00:00,Loss of appetite for 2 days.,Fly Repellent Spray
9127,9127,2023/12/09 00:00:00,Hoof trimmed and cleaned.,Fly Repellent Spray
9128,9128,2022/01/03 00:00:00,Loss of appetite for 2 days.,Vitamin B12 Injection
9129,9129,2021/05/24 00:00:00,Exhibiting signs of heat stress.,Electrolytes Added to Water
9130,9130,2021/02/10 00:00:00,Minor infection treated; under observation.,Vaccination (Anthrax)
9131,9131,2022/11/03 00:00:00,Increased weight gain; healthy condition.,Foot Rot Treatment
9132,9132,2022/06/26 00:00:00,Exhibiting signs of heat stress.,Antibiotics (Oxytetracycline)
9133,9133,2021/01/24 00:00:00,Mild coughing; vitamin booster given.,Fly Repellent Spray
9134,9134,2021/12/11 00:00:00,Loss of appetite for 2 days.,Tick and Flea Dip
9135,9135,2022/05/11 00:00:00,Routine check-up; all vitals normal.,Vaccination (Anthrax)
9136,9136,2023/04/04 00:00:00,Vaccination administered; no side effects.,Multivitamin Supplement
9137,9137,2023/05/09 00:00:00,Vaccination administered; no side effects.,Foot Rot Treatment
9138,9138,2021/11/04 00:00:00,Minor cut observed on front leg.,Vitamin B12 Injection
