PestTreatmentID,CropID,TreatmentDate,PestDetected,ChemicalUsed,Dosage
4163,8286,2024/09/25 00:00:00,Cutworms,Insecticide Z,9ml per litre
4164,8288,2024/12/11 00:00:00,Cutworms,Pesticide A,9ml per litre
4165,8292,2024/03/05 00:00:00,Aphids,Pesticide A,14ml per litre
4166,8293,2023/03/18 00:00:00,Weevils,Pesticide B,14ml per litre
4167,8300,2023/08/08 00:00:00,Armyworm,Pesticide B,9ml per litre
4168,8302,2024/11/03 00:00:00,Armyworm,Pesticide A,18ml per litre
4169,8303,2023/10/31 00:00:00,Aphids,Pesticide B,10ml per litre
4170,8304,2024/10/21 00:00:00,Weevils,Pesticide B,12ml per litre
4171,8305,2024/10/03 00:00:00,Cutworms,Pesticide A,18ml per litre
4172,8306,2023/11/25 00:00:00,Weevils,Pesticide A,19ml per litre
4173,8308,2024/03/26 00:00:00,Armyworm,Insecticide Z,7ml per litre
4174,8309,2023/03/30 00:00:00,Weevils,Neem Oil,10ml per litre
4175,8310,2023/12/06 00:00:00,Cutworms,Pesticide A,19ml per litre
4176,8313,2024/12/26 00:00:00,Aphids,Pesticide B,18ml per litre
4177,8314,2024/10/17 00:00:00,Armyworm,Neem Oil,6ml per litre
4178,8317,2024/04/02 00:00:00,Armyworm,Pesticide A,15ml per litre
4179,8320,2024/05/22 00:00:00,Aphids,Insecticide Z,19ml per litre
4180,8322,2023/01/31 00:00:00,Weevils,Pesticide B,17ml per litre
4181,8323,2024/04/13 00:00:00,Cutworms,Neem Oil,6ml per litre
4182,8325,2025/01/26 00:00:00,Cutworms,Insecticide Z,11ml per litre
4183,8326,2023/04/23 00:00:00,Weevils,Insecticide Z,13ml per litre
4184,8329,2023/07/02 00:00:00,Aphids,Pesticide A,12ml per litre
4185,8331,2024/12/22 00:00:00,Cutworms,Pesticide A,11ml per litre
4186,8335,2023/08/07 00:00:00,Aphids,Pesticide B,13ml per litre
4187,8337,2023/12/28 00:00:00,Aphids,Insecticide Z,11ml per litre
4188,8338,2024/12/12 00:00:00,Weevils,Insecticide Z,19ml per litre
4189,8341,2024/11/24 00:00:00,Aphids,Insecticide Z,17ml per litre
4190,8342,2023/05/09 00:00:00,Armyworm,Neem Oil,14ml per litre
4191,8343,2024/02/27 00:00:00,Armyworm,Neem Oil,13ml per litre
4192,8345,2023/04/27 00:00:00,Cutworms,Pesticide B,19ml per litre
4193,8346,2023/06/17 00:00:00,Weevils,Neem Oil,6ml per litre
4194,8347,2024/07/06 00:00:00,Weevils,Pesticide A,15ml per litre
4195,8348,2023/12/19 00:00:00,Weevils,Pesticide B,12ml per litre
4196,8349,2023/12/14 00:00:00,Aphids,Pesticide B,5ml per litre
4197,8351,2024/07/26 00:00:00,Aphids,Pesticide B,14ml per litre
4198,8352,2024/02/22 00:00:00,Aphids,Pesticide A,8ml per litre
4199,8354,2024/04/23 00:00:00,Weevils,Neem Oil,9ml per litre
4200,8356,2023/10/23 00:00:00,Armyworm,Neem Oil,11ml per litre
4201,8357,2024/10/04 00:00:00,Weevils,Pesticide B,8ml per litre
4202,8360,2024/01/21 00:00:00,Armyworm,Pesticide B,18ml per litre
4203,8363,2023/09/08 00:00:00,Cutworms,Insecticide Z,19ml per litre
4204,8364,2025/01/17 00:00:00,Armyworm,Pesticide B,5ml per litre
4205,8365,2024/08/19 00:00:00,Weevils,Neem Oil,14ml per litre
4206,8368,2023/02/01 00:00:00,Aphids,Pesticide B,6ml per litre
4207,8371,2023/07/30 00:00:00,Weevils,Neem Oil,17ml per litre
4208,8372,2024/04/21 00:00:00,Cutworms,Pesticide B,12ml per litre
4209,8378,2023/07/05 00:00:00,Cutworms,Pesticide B,16ml per litre
4210,8379,2024/12/06 00:00:00,Aphids,Neem Oil,5ml per litre
4211,8382,2023/06/13 00:00:00,Aphids,Neem Oil,16ml per litre
4212,8383,2024/07/23 00:00:00,Armyworm,Pesticide A,17ml per litre
4213,8385,2023/12/29 00:00:00,Armyworm,Insecticide Z,6ml per litre
4214,8390,2024/07/19 00:00:00,Armyworm,Neem Oil,17ml per litre
4215,8391,2024/07/22 00:00:00,Armyworm,Insecticide Z,17ml per litre
4216,8393,2025/01/04 00:00:00,Cutworms,Insecticide Z,6ml per litre
4217,8395,2023/04/09 00:00:00,Armyworm,Insecticide Z,6ml per litre
4218,8399,2024/06/04 00:00:00,Armyworm,Insecticide Z,13ml per litre
4219,8400,2023/07/30 00:00:00,Cutworms,Insecticide Z,12ml per litre
4220,8401,2023/10/16 00:00:00,Cutworms,Insecticide Z,7ml per litre
4221,8403,2024/08/29 00:00:00,Aphids,Neem Oil,16ml per litre
4222,8404,2023/11/10 00:00:00,Armyworm,Insecticide Z,18ml per litre
4223,8405,2023/04/08 00:00:00,Aphids,Pesticide A,14ml per litre
4224,8406,2024/03/18 00:00:00,Aphids,Insecticide Z,14ml per litre
4225,8408,2025/01/23 00:00:00,Armyworm,Insecticide Z,19ml per litre
4226,8409,2023/07/10 00:00:00,Armyworm,Pesticide A,13ml per litre
4227,8410,2024/02/17 00:00:00,Armyworm,Pesticide A,16ml per litre
4228,8412,2023/08/28 00:00:00,Aphids,Pesticide A,18ml per litre
4229,8414,2024/04/11 00:00:00,Weevils,Neem Oil,15ml per litre
4230,8415,2023/10/26 00:00:00,Weevils,Pesticide B,19ml per litre
4231,8416,2024/12/31 00:00:00,Aphids,Insecticide Z,18ml per litre
4232,8417,2025/02/10 00:00:00,Aphids,Neem Oil,5ml per litre
4233,8418,2025/01/23 00:00:00,Cutworms,Pesticide A,15ml per litre
4234,8419,2023/06/26 00:00:00,Armyworm,Neem Oil,15ml per litre
4235,8420,2024/10/26 00:00:00,Armyworm,Neem Oil,16ml per litre
4236,8426,2024/12/19 00:00:00,Aphids,Pesticide A,18ml per litre
4237,8427,2024/12/30 00:00:00,Weevils,Pesticide B,17ml per litre
4238,8428,2024/11/03 00:00:00,Armyworm,Insecticide Z,7ml per litre
4239,8431,2023/04/02 00:00:00,Cutworms,Pesticide A,11ml per litre
4240,8433,2023/10/03 00:00:00,Aphids,Pesticide B,12ml per litre
4241,8436,2024/11/05 00:00:00,Weevils,Pesticide B,12ml per litre
4242,8437,2024/02/02 00:00:00,Cutworms,Pesticide A,7ml per litre
4243,8438,2024/06/13 00:00:00,Aphids,Insecticide Z,18ml per litre
4244,8439,2023/04/22 00:00:00,Cutworms,Pesticide B,11ml per litre
4245,8442,2024/12/18 00:00:00,Armyworm,Pesticide A,8ml per litre
4246,8444,2024/08/15 00:00:00,Aphids,Neem Oil,14ml per litre
4247,8445,2024/08/30 00:00:00,Armyworm,Pesticide A,7ml per litre
4248,8447,2023/03/28 00:00:00,Armyworm,Neem Oil,14ml per litre
4249,8448,2024/05/12 00:00:00,Armyworm,Pesticide A,17ml per litre
4250,8451,2024/01/04 00:00:00,Cutworms,Pesticide A,8ml per litre
4251,8452,2023/05/28 00:00:00,Aphids,Pesticide B,9ml per litre
4252,8453,2023/04/27 00:00:00,Armyworm,Pesticide A,9ml per litre
4253,8456,2023/06/15 00:00:00,Weevils,Insecticide Z,8ml per litre
4254,8457,2024/12/20 00:00:00,Weevils,Insecticide Z,19ml per litre
4255,8458,2023/11/19 00:00:00,Weevils,Pesticide A,11ml per litre
4256,8459,2023/09/08 00:00:00,Aphids,Pesticide B,18ml per litre
4257,8460,2024/05/18 00:00:00,Cutworms,Neem Oil,6ml per litre
4258,8461,2024/03/13 00:00:00,Aphids,Neem Oil,8ml per litre
4259,8462,2024/08/26 00:00:00,Cutworms,Pesticide A,13ml per litre
4260,8466,2024/06/12 00:00:00,Armyworm,Pesticide B,11ml per litre
4261,8467,2023/04/08 00:00:00,Weevils,Neem Oil,9ml per litre
4262,8468,2023/05/11 00:00:00,Cutworms,Insecticide Z,17ml per litre
4263,8470,2024/02/16 00:00:00,Weevils,Pesticide A,16ml per litre
4264,8475,2023/06/19 00:00:00,Aphids,Neem Oil,16ml per litre
4265,8478,2024/09/11 00:00:00,Cutworms,Pesticide A,13ml per litre
4266,8480,2024/03/26 00:00:00,Weevils,Pesticide B,9ml per litre
4267,8482,2024/10/20 00:00:00,Cutworms,Neem Oil,15ml per litre
4268,8484,2025/02/09 00:00:00,Armyworm,Pesticide A,12ml per litre
4269,8486,2024/06/28 00:00:00,Aphids,Insecticide Z,11ml per litre
4270,8487,2024/08/04 00:00:00,Weevils,Insecticide Z,9ml per litre
4271,8491,2023/07/02 00:00:00,Aphids,Pesticide A,9ml per litre
4272,8496,2023/09/11 00:00:00,Weevils,Insecticide Z,10ml per litre
4273,8499,2023/05/02 00:00:00,Armyworm,Insecticide Z,9ml per litre
4274,8501,2024/02/03 00:00:00,Cutworms,Pesticide B,5ml per litre
4275,8503,2024/10/17 00:00:00,Aphids,Pesticide B,13ml per litre
4276,8505,2024/08/07 00:00:00,Armyworm,Neem Oil,5ml per litre
4277,8506,2023/03/11 00:00:00,Aphids,Neem Oil,5ml per litre
4278,8507,2024/02/14 00:00:00,Cutworms,Pesticide B,14ml per litre
4279,8513,2023/11/11 00:00:00,Aphids,Neem Oil,13ml per litre
4280,8517,2023/11/17 00:00:00,Cutworms,Pesticide A,9ml per litre
4281,8521,2024/11/01 00:00:00,Weevils,Pesticide B,17ml per litre
4282,8523,2024/07/19 00:00:00,Weevils,Neem Oil,14ml per litre
4283,8524,2023/07/04 00:00:00,Aphids,Pesticide A,17ml per litre
4284,8530,2023/03/04 00:00:00,Weevils,Neem Oil,19ml per litre
4285,8531,2024/05/10 00:00:00,Armyworm,Pesticide B,16ml per litre
4286,8535,2023/03/27 00:00:00,Cutworms,Neem Oil,9ml per litre
4287,8536,2024/04/29 00:00:00,Cutworms,Insecticide Z,5ml per litre
4288,8538,2023/07/20 00:00:00,Armyworm,Pesticide A,17ml per litre
4289,8539,2023/08/08 00:00:00,Aphids,Pesticide A,6ml per litre
4290,8541,2025/02/18 00:00:00,Cutworms,Insecticide Z,10ml per litre
4291,8545,2024/07/01 00:00:00,Cutworms,Pesticide A,11ml per litre
4292,8546,2024/09/19 00:00:00,Cutworms,Pesticide A,12ml per litre
4293,8548,2024/12/22 00:00:00,Aphids,Neem Oil,19ml per litre
4294,8549,2024/05/11 00:00:00,Armyworm,Neem Oil,14ml per litre
4295,8550,2024/04/28 00:00:00,Aphids,Pesticide B,10ml per litre
4296,8551,2024/03/31 00:00:00,Weevils,Pesticide B,12ml per litre
4297,8552,2023/02/21 00:00:00,Cutworms,Pesticide A,6ml per litre
4298,8557,2023/11/24 00:00:00,Cutworms,Pesticide B,13ml per litre
4299,8558,2023/10/03 00:00:00,Cutworms,Pesticide B,16ml per litre
4300,8561,2024/12/30 00:00:00,Cutworms,Insecticide Z,5ml per litre
4301,8562,2023/10/31 00:00:00,Aphids,Pesticide A,14ml per litre
4302,8563,2024/03/05 00:00:00,Weevils,Neem Oil,7ml per litre
4303,8565,2024/01/25 00:00:00,Weevils,Pesticide A,7ml per litre
4304,8570,2024/06/12 00:00:00,Cutworms,Insecticide Z,19ml per litre
4305,8576,2023/08/05 00:00:00,Armyworm,Pesticide A,14ml per litre
4306,8579,2024/06/09 00:00:00,Cutworms,Insecticide Z,12ml per litre
4307,8583,2023/05/05 00:00:00,Weevils,Pesticide A,5ml per litre
4308,8585,2023/09/15 00:00:00,Armyworm,Pesticide B,5ml per litre
4309,8590,2024/04/29 00:00:00,Cutworms,Pesticide B,11ml per litre
4310,8595,2023/08/02 00:00:00,Armyworm,Pesticide A,19ml per litre
4311,8596,2023/07/09 00:00:00,Armyworm,Pesticide A,15ml per litre
4312,8598,2024/03/15 00:00:00,Weevils,Pesticide B,17ml per litre
4313,8600,2023/03/01 00:00:00,Weevils,Neem Oil,5ml per litre
4314,8601,2024/01/07 00:00:00,Cutworms,Insecticide Z,6ml per litre
4315,8602,2023/08/07 00:00:00,Aphids,Insecticide Z,8ml per litre
4316,8604,2024/10/12 00:00:00,Weevils,Pesticide A,12ml per litre
4317,8606,2024/01/30 00:00:00,Cutworms,Pesticide A,10ml per litre
4318,8607,2023/12/08 00:00:00,Aphids,Neem Oil,9ml per litre
4319,8608,2023/04/08 00:00:00,Cutworms,Pesticide B,16ml per litre
4320,8609,2024/01/28 00:00:00,Aphids,Neem Oil,13ml per litre
4321,8610,2024/05/27 00:00:00,Armyworm,Insecticide Z,7ml per litre
4322,8611,2024/05/10 00:00:00,Aphids,Neem Oil,16ml per litre
4323,8613,2023/05/15 00:00:00,Armyworm,Pesticide B,16ml per litre
4324,8614,2025/02/02 00:00:00,Cutworms,Insecticide Z,16ml per litre
4325,8615,2024/02/20 00:00:00,Cutworms,Pesticide A,14ml per litre
4326,8617,2024/11/30 00:00:00,Weevils,Pesticide B,16ml per litre
4327,8618,2024/07/23 00:00:00,Armyworm,Pesticide A,13ml per litre
4328,8619,2023/10/07 00:00:00,Cutworms,Insecticide Z,13ml per litre
4329,8621,2024/08/10 00:00:00,Weevils,Insecticide Z,6ml per litre
4330,8623,2025/02/09 00:00:00,Weevils,Neem Oil,15ml per litre
4331,8624,2024/07/16 00:00:00,Aphids,Insecticide Z,16ml per litre
4332,8625,2023/10/06 00:00:00,Aphids,Neem Oil,18ml per litre
4333,8626,2024/04/23 00:00:00,Aphids,Neem Oil,7ml per litre
4334,8630,2024/05/11 00:00:00,Weevils,Pesticide A,9ml per litre
4335,8632,2024/10/11 00:00:00,Weevils,Pesticide B,17ml per litre
4336,8633,2023/04/04 00:00:00,Armyworm,Pesticide A,18ml per litre
4337,8636,2024/03/29 00:00:00,Aphids,Pesticide B,9ml per litre
4338,8637,2023/11/29 00:00:00,Cutworms,Pesticide B,6ml per litre
4339,8638,2023/03/20 00:00:00,Weevils,Insecticide Z,16ml per litre
4340,8639,2024/06/23 00:00:00,Cutworms,Insecticide Z,13ml per litre
4341,8640,2024/01/29 00:00:00,Aphids,Neem Oil,16ml per litre
4342,8644,2024/08/27 00:00:00,Armyworm,Pesticide A,10ml per litre
4343,8647,2024/09/01 00:00:00,Cutworms,Neem Oil,8ml per litre
4344,8649,2024/03/03 00:00:00,Cutworms,Pesticide B,12ml per litre
4345,8651,2023/06/10 00:00:00,Armyworm,Pesticide B,15ml per litre
4346,8653,2024/10/26 00:00:00,Aphids,Neem Oil,12ml per litre
4347,8654,2024/06/26 00:00:00,Aphids,Insecticide Z,16ml per litre
4348,8656,2023/03/10 00:00:00,Weevils,Insecticide Z,12ml per litre
4349,8658,2023/02/28 00:00:00,Weevils,Neem Oil,7ml per litre
4350,8660,2024/11/03 00:00:00,Armyworm,Pesticide B,15ml per litre
4351,8663,2023/09/18 00:00:00,Cutworms,Pesticide A,15ml per litre
4352,8664,2024/09/03 00:00:00,Weevils,Pesticide B,5ml per litre
4353,8667,2023/10/12 00:00:00,Weevils,Pesticide A,14ml per litre
4354,8668,2023/04/13 00:00:00,Armyworm,Neem Oil,13ml per litre
4355,8669,2024/07/21 00:00:00,Armyworm,Pesticide B,17ml per litre
4356,8674,2024/08/24 00:00:00,Cutworms,Pesticide A,9ml per litre
4357,8675,2024/10/21 00:00:00,Aphids,Insecticide Z,9ml per litre
4358,8680,2023/03/21 00:00:00,Armyworm,Pesticide A,11ml per litre
4359,8681,2024/03/21 00:00:00,Aphids,Pesticide A,13ml per litre
4360,8683,2024/07/21 00:00:00,Cutworms,Pesticide A,7ml per litre
4361,8684,2023/12/14 00:00:00,Aphids,Neem Oil,19ml per litre
4362,8686,2024/12/06 00:00:00,Cutworms,Pesticide A,6ml per litre
4363,8688,2024/03/22 00:00:00,Armyworm,Pesticide B,14ml per litre
4364,8689,2023/07/20 00:00:00,Weevils,Pesticide B,7ml per litre
4365,8690,2024/07/03 00:00:00,Cutworms,Pesticide B,16ml per litre
4366,8695,2023/07/04 00:00:00,Cutworms,Pesticide B,11ml per litre
4367,8697,2024/05/07 00:00:00,Armyworm,Neem Oil,16ml per litre
4368,8698,2023/01/31 00:00:00,Cutworms,Pesticide B,13ml per litre
4369,8699,2023/02/10 00:00:00,Weevils,Pesticide B,7ml per litre
4370,8700,2023/11/20 00:00:00,Weevils,Insecticide Z,6ml per litre
4371,8701,2024/08/13 00:00:00,Cutworms,Neem Oil,18ml per litre
4372,8702,2024/08/07 00:00:00,Aphids,Pesticide A,9ml per litre
4373,8703,2023/08/04 00:00:00,Weevils,Pesticide B,5ml per litre
4374,8705,2024/07/24 00:00:00,Cutworms,Neem Oil,11ml per litre
4375,8708,2023/07/21 00:00:00,Weevils,Pesticide B,5ml per litre
4376,8709,2023/08/28 00:00:00,Cutworms,Insecticide Z,12ml per litre
4377,8712,2023/12/14 00:00:00,Cutworms,Insecticide Z,8ml per litre
4378,8716,2023/09/12 00:00:00,Aphids,Pesticide A,12ml per litre
4379,8718,2023/09/13 00:00:00,Aphids,Pesticide A,8ml per litre
4380,8719,2023/04/01 00:00:00,Cutworms,Insecticide Z,14ml per litre
4381,8724,2024/05/03 00:00:00,Aphids,Pesticide B,14ml per litre
4382,8725,2023/04/21 00:00:00,Cutworms,Insecticide Z,10ml per litre
4383,8729,2023/11/09 00:00:00,Aphids,Insecticide Z,15ml per litre
4384,8730,2024/03/09 00:00:00,Aphids,Pesticide A,12ml per litre
4385,8731,2024/03/26 00:00:00,Cutworms,Insecticide Z,19ml per litre
4386,8732,2023/04/17 00:00:00,Weevils,Pesticide A,8ml per litre
4387,8736,2024/10/16 00:00:00,Cutworms,Neem Oil,16ml per litre
4388,8739,2024/01/29 00:00:00,Aphids,Pesticide B,18ml per litre
4389,8741,2024/02/21 00:00:00,Armyworm,Pesticide A,11ml per litre
4390,8743,2023/05/26 00:00:00,Armyworm,Pesticide A,18ml per litre
4391,8745,2023/04/30 00:00:00,Weevils,Neem Oil,9ml per litre
4392,8746,2024/07/25 00:00:00,Aphids,Pesticide A,13ml per litre
4393,8750,2024/01/22 00:00:00,Aphids,Neem Oil,5ml per litre
4394,8753,2023/09/04 00:00:00,Cutworms,Pesticide B,11ml per litre
4395,8754,2023/11/15 00:00:00,Weevils,Insecticide Z,9ml per litre
4396,8756,2024/04/01 00:00:00,Cutworms,Pesticide B,5ml per litre
4397,8762,2024/12/23 00:00:00,Armyworm,Pesticide B,9ml per litre
4398,8763,2025/01/10 00:00:00,Weevils,Neem Oil,10ml per litre
4399,8765,2023/12/20 00:00:00,Aphids,Neem Oil,9ml per litre
4400,8772,2023/09/03 00:00:00,Cutworms,Pesticide B,15ml per litre
4401,8773,2023/09/25 00:00:00,Cutworms,Pesticide B,14ml per litre
4402,8777,2023/12/12 00:00:00,Weevils,Pesticide A,5ml per litre
4403,8779,2023/12/19 00:00:00,Weevils,Insecticide Z,13ml per litre
4404,8781,2024/11/21 00:00:00,Cutworms,Insecticide Z,6ml per litre
4405,8783,2024/05/29 00:00:00,Armyworm,Pesticide B,19ml per litre
4406,8784,2023/08/17 00:00:00,Aphids,Neem Oil,19ml per litre
4407,8785,2024/02/15 00:00:00,Cutworms,Insecticide Z,10ml per litre
4408,8786,2023/11/07 00:00:00,Weevils,Neem Oil,5ml per litre
4409,8788,2023/04/16 00:00:00,Armyworm,Insecticide Z,12ml per litre
4410,8794,2023/10/04 00:00:00,Cutworms,Pesticide B,11ml per litre
4411,8795,2025/01/22 00:00:00,Armyworm,Pesticide A,8ml per litre
4412,8796,2024/12/31 00:00:00,Aphids,Pesticide A,18ml per litre
4413,8798,2024/11/03 00:00:00,Weevils,Pesticide B,16ml per litre
4414,8801,2024/10/10 00:00:00,Cutworms,Insecticide Z,10ml per litre
4415,8802,2023/12/04 00:00:00,Cutworms,Pesticide A,11ml per litre
4416,8803,2023/04/13 00:00:00,Cutworms,Pesticide A,13ml per litre
4417,8804,2023/12/14 00:00:00,Cutworms,Pesticide B,10ml per litre
4418,8805,2023/11/10 00:00:00,Aphids,Pesticide B,8ml per litre
4419,8806,2023/10/12 00:00:00,Armyworm,Neem Oil,9ml per litre
4420,8807,2024/12/31 00:00:00,Armyworm,Pesticide A,17ml per litre
4421,8809,2024/12/27 00:00:00,Aphids,Insecticide Z,12ml per litre
4422,8810,2023/09/27 00:00:00,Armyworm,Pesticide B,19ml per litre
4423,8814,2024/03/27 00:00:00,Weevils,Pesticide B,5ml per litre
4424,8819,2023/12/15 00:00:00,Armyworm,Pesticide B,5ml per litre
4425,8820,2024/11/21 00:00:00,Aphids,Insecticide Z,11ml per litre
4426,8824,2024/02/22 00:00:00,Cutworms,Insecticide Z,6ml per litre
4427,8825,2023/05/10 00:00:00,Weevils,Pesticide B,15ml per litre
4428,8828,2025/01/14 00:00:00,Weevils,Pesticide B,10ml per litre
4429,8829,2023/08/20 00:00:00,Aphids,Neem Oil,10ml per litre
4430,8830,2023/06/29 00:00:00,Aphids,Neem Oil,19ml per litre
4431,8831,2025/01/02 00:00:00,Aphids,Insecticide Z,18ml per litre
4432,8832,2024/11/22 00:00:00,Armyworm,Pesticide B,15ml per litre
4433,8835,2023/02/25 00:00:00,Armyworm,Pesticide B,14ml per litre
4434,8839,2023/05/18 00:00:00,Weevils,Pesticide B,13ml per litre
4435,8840,2025/01/03 00:00:00,Armyworm,Pesticide B,18ml per litre
4436,8841,2023/02/20 00:00:00,Armyworm,Insecticide Z,8ml per litre
4437,8844,2023/07/06 00:00:00,Aphids,Insecticide Z,19ml per litre
4438,8845,2023/06/19 00:00:00,Aphids,Neem Oil,6ml per litre
4439,8846,2023/04/15 00:00:00,Weevils,Pesticide A,12ml per litre
4440,8847,2024/12/31 00:00:00,Armyworm,Neem Oil,14ml per litre
4441,8848,2023/04/30 00:00:00,Armyworm,Neem Oil,12ml per litre
4442,8849,2024/08/31 00:00:00,Weevils,Pesticide B,17ml per litre
4443,8850,2024/08/31 00:00:00,Weevils,Pesticide B,16ml per litre
4444,8851,2023/03/21 00:00:00,Armyworm,Neem Oil,10ml per litre
4445,8854,2024/12/31 00:00:00,Armyworm,Pesticide A,12ml per litre
4446,8855,2023/03/17 00:00:00,Weevils,Pesticide A,10ml per litre
4447,8856,2023/12/23 00:00:00,Armyworm,Neem Oil,19ml per litre
4448,8857,2023/06/14 00:00:00,Weevils,Pesticide A,16ml per litre
4449,8858,2023/04/13 00:00:00,Armyworm,Insecticide Z,9ml per litre
4450,8859,2023/06/09 00:00:00,Cutworms,Insecticide Z,18ml per litre
4451,8860,2023/02/05 00:00:00,Armyworm,Neem Oil,10ml per litre
4452,8861,2023/12/04 00:00:00,Armyworm,Pesticide B,12ml per litre
4453,8863,2023/10/29 00:00:00,Armyworm,Pesticide B,7ml per litre
4454,8866,2023/06/28 00:00:00,Weevils,Neem Oil,8ml per litre
4455,8871,2023/11/03 00:00:00,Weevils,Neem Oil,16ml per litre
4456,8872,2024/11/07 00:00:00,Cutworms,Pesticide B,10ml per litre
4457,8873,2023/12/04 00:00:00,Aphids,Pesticide B,6ml per litre
4458,8874,2024/06/19 00:00:00,Armyworm,Pesticide A,6ml per litre
4459,8880,2023/06/14 00:00:00,Weevils,Pesticide A,5ml per litre
4460,8884,2023/06/28 00:00:00,Cutworms,Neem Oil,17ml per litre
4461,8885,2025/01/23 00:00:00,Armyworm,Insecticide Z,5ml per litre
4462,8886,2023/06/14 00:00:00,Weevils,Neem Oil,6ml per litre
4463,8887,2023/11/26 00:00:00,Cutworms,Pesticide A,6ml per litre
4464,8891,2024/12/26 00:00:00,Cutworms,Pesticide A,13ml per litre
4465,8898,2023/04/15 00:00:00,Cutworms,Insecticide Z,16ml per litre
4466,8899,2023/10/04 00:00:00,Cutworms,Pesticide B,11ml per litre
4467,8901,2024/07/04 00:00:00,Weevils,Pesticide B,5ml per litre
4468,8904,2024/12/19 00:00:00,Aphids,Neem Oil,15ml per litre
4469,8905,2024/10/22 00:00:00,Aphids,Neem Oil,5ml per litre
4470,8908,2023/10/30 00:00:00,Aphids,Insecticide Z,5ml per litre
4471,8912,2023/03/30 00:00:00,Armyworm,Pesticide B,17ml per litre
4472,8913,2025/01/17 00:00:00,Cutworms,Neem Oil,6ml per litre
4473,8917,2025/01/13 00:00:00,Aphids,Pesticide A,7ml per litre
4474,8918,2023/03/02 00:00:00,Aphids,Neem Oil,7ml per litre
4475,8919,2023/03/07 00:00:00,Weevils,Neem Oil,17ml per litre
4476,8920,2024/05/15 00:00:00,Weevils,Insecticide Z,15ml per litre
4477,8922,2025/01/19 00:00:00,Cutworms,Insecticide Z,15ml per litre
4478,8926,2023/09/17 00:00:00,Cutworms,Neem Oil,10ml per litre
4479,8927,2023/05/30 00:00:00,Weevils,Insecticide Z,18ml per litre
4480,8928,2023/06/07 00:00:00,Aphids,Pesticide A,7ml per litre
4481,8929,2024/04/22 00:00:00,Aphids,Insecticide Z,13ml per litre
4482,8930,2023/05/26 00:00:00,Aphids,Neem Oil,14ml per litre
4483,8933,2023/03/17 00:00:00,Aphids,Pesticide B,16ml per litre
4484,8935,2023/08/20 00:00:00,Weevils,Insecticide Z,19ml per litre
4485,8937,2023/11/28 00:00:00,Weevils,Pesticide B,6ml per litre
4486,8940,2024/08/31 00:00:00,Armyworm,Insecticide Z,7ml per litre
4487,8941,2024/10/21 00:00:00,Weevils,Pesticide B,6ml per litre
4488,8949,2024/10/18 00:00:00,Cutworms,Pesticide B,10ml per litre
4489,8952,2024/04/19 00:00:00,Cutworms,Insecticide Z,17ml per litre
4490,8953,2023/09/23 00:00:00,Aphids,Pesticide A,13ml per litre
4491,8955,2024/05/27 00:00:00,Weevils,Pesticide A,16ml per litre
4492,8960,2024/04/24 00:00:00,Weevils,Pesticide A,11ml per litre
4493,8962,2023/02/24 00:00:00,Cutworms,Neem Oil,15ml per litre
4494,8963,2023/11/20 00:00:00,Aphids,Insecticide Z,13ml per litre
4495,8966,2024/10/06 00:00:00,Weevils,Pesticide A,19ml per litre
4496,8967,2024/06/01 00:00:00,Armyworm,Pesticide A,11ml per litre
4497,8968,2023/06/29 00:00:00,Armyworm,Insecticide Z,5ml per litre
4498,8969,2023/04/06 00:00:00,Aphids,Insecticide Z,10ml per litre
4499,8970,2023/06/20 00:00:00,Armyworm,Pesticide B,11ml per litre
4500,8971,2023/11/24 00:00:00,Cutworms,Neem Oil,9ml per litre
4501,8974,2024/09/06 00:00:00,Armyworm,Insecticide Z,6ml per litre
4502,8976,2024/07/27 00:00:00,Aphids,Insecticide Z,9ml per litre
4503,8979,2023/04/12 00:00:00,Weevils,Neem Oil,10ml per litre
4504,8981,2024/11/23 00:00:00,Weevils,Insecticide Z,12ml per litre
4505,8983,2023/06/09 00:00:00,Armyworm,Neem Oil,12ml per litre
4506,8984,2023/06/19 00:00:00,Armyworm,Pesticide A,6ml per litre
4507,8988,2024/05/11 00:00:00,Armyworm,Pesticide B,8ml per litre
4508,8989,2023/02/22 00:00:00,Aphids,Pesticide B,12ml per litre
4509,8992,2024/11/05 00:00:00,Aphids,Pesticide B,15ml per litre
4510,8993,2023/08/08 00:00:00,Aphids,Neem Oil,12ml per litre
4511,8994,2024/09/10 00:00:00,Cutworms,Neem Oil,7ml per litre
4512,8995,2024/12/20 00:00:00,Weevils,Insecticide Z,7ml per litre
4513,8998,2024/01/02 00:00:00,Armyworm,Pesticide B,13ml per litre
4514,9004,2024/07/10 00:00:00,Cutworms,Neem Oil,14ml per litre
4515,9008,2023/09/14 00:00:00,Armyworm,Pesticide B,17ml per litre
4516,9009,2023/05/13 00:00:00,Cutworms,Pesticide B,15ml per litre
4517,9012,2023/09/22 00:00:00,Weevils,Neem Oil,16ml per litre
4518,9017,2025/01/03 00:00:00,Cutworms,Pesticide B,11ml per litre
4519,9018,2023/07/12 00:00:00,Aphids,Neem Oil,17ml per litre
4520,9019,2024/05/22 00:00:00,Cutworms,Pesticide B,18ml per litre
4521,9020,2023/07/13 00:00:00,Weevils,Pesticide B,12ml per litre
4522,9021,2024/01/05 00:00:00,Cutworms,Insecticide Z,19ml per litre
